title,date,media,content,url
"7월 첫째 주, 전국 총 4000여 가구 청약 접수…절반 이상 지방 광역시",2022-07-03 06:00:00,아시아경제,"자료=리얼투데이7월 첫째 주 전국에서 총 4000여 가구의 청약 접수를 받는다. 이 중 절반 이상은 지방 광역시 공급 물량이다.3일 부동산 전문 리서치업체 리얼투데이에 따르면, 7월 첫째 주 전국 15곳에서 총 4088가구(오피스텔·민간임대·공공분양·도시형생활주택 포함, 행복주택 제외)가 청약 접수를 받는다.전체 물량의 58.37%(2,386가구)가 지방 광역시에 몰린다. 4일 GS건설은 대구 수성구 범어동 일원에 건립되는 ‘범어자이’의 1순위 청약 접수를 받는다. 지하 6층~지상 34층, 4개 동, 전용면적 84~114㎡, 총 399가구 규모다.5일 DL이앤씨는 부산 강서구 강동동 에코델타시티 19블럭 일원에 건립되는 'e편한세상 에코델타 센터포이트‘의 1순위 청약접수를 받는다. 지하 2층~지상 19층, 15개 동, 전용면적 68~84㎡, 총 953가구 규모다. 분양가 상한제가 적용돼 주변 시세보다 낮은 분양가가 책정된다.이 외에도 광주 서구 금호동 ’금호지구 대광로제비앙‘, 대전 동구 안동 ’대전스카이자이르네‘에서 청약 접수를 받는다.수도권에서는 5일 현대건설이 서울 강남구 삼성동 일원에 건립되는 ‘힐스테이트 삼성’의 청약 접수를 받는다. 지하 7층~지상 17층, 2개 동, 전용면적 50~84㎡, 총 165실 규모다.6일 서울 강서구 공항동에서는 오피스텔인 ‘헬리그라프 마곡에디션’을 공급한다. 전용면적 30~50㎡, 총 66가구 규모다.견본주택은 7곳에서 열릴 예정이다. 당첨자 발표는 21곳, 정당계약은 11곳에서 진행된다.",https://n.news.naver.com/mnews/article/277/0005111962?sid=101
"GS건설, 도시정비 수주액 3조 돌파",2022-07-03 10:27:15,스포츠서울,"GS건설이 제안한 부산 부곡2구역 조감도.  사진 | GS건설[스포츠서울 | 김자영기자] GS건설의 상반기 도시정비 수주액이 3조원을 돌파했다.  GS건설은 올해 6월 말까지 총 8건의 도시정비 사업을 수주하며 3조2107억원의 수주액을 기록했다고 3일 밝혔다. 정비사업 유형별로는 재건축 4건, 재개발 4건이며 지역별로 서울과 부산, 대전, 광주로 사업 안정성이 높은 곳을 중심으로 수주했다. 특히 서울에서만 1조6206억원을 기록해 수주액의 절반을 넘었고 이어 부산(9097억원), 대전(4782억원), 광주(2022억원) 순이었다. 사업지별 공사금액은 부산 부곡2구역 재개발 사업이 6438억원으로 가장 높고 이어 서울 이촌한강맨션과 서울 불광5구역이 각각 6000억원을 넘었다. 대전도마변동 5구역(4782억원)도 지방사업장으로는 대형으로 꼽혔다.  GS건설 관계자는 “국내 최고 아파트 브랜드인 ‘자이’에 대한 높은 고객 신뢰를 바탕으로 도시정비에서 올 상반기에만 3조의 수주액을 달성했다”며 “하반기에도 재개발, 재건축 뿐 아니라 모델링사업까지 적극적으로 수주해 지난해(약5조원) 못지 않은 실적을 거둘 것으로 기대한다”고 말했다.  soul@sportsseoul.com",https://n.news.naver.com/mnews/article/468/0000861696?sid=101
"GS건설, 올 상반기에만 서울·부산·대전 등서 3조원 넘는 도시정비 사업 수주",2022-07-03 10:33:01,한국경제,"GS건설이 올 상반기 3조원을 웃도는 도시정비 사업을 수주했다고 3일 발표했다. GS건설은 올 상반기에 서울 용산구 이촌동에 있는 이촌한강맨션 재건축사업 시공사 선정을 시작으로 모두 8건의 도시정비 사업을 수주했다. 총 3조2107억원 규모다. 정비사업 유형별로는 재건축 4건, 재개발 4건이다. 지역별로 보면 서울과 부산, 대전, 광주에 분포돼 있다. 서울 1조6206억원, 부산 9097억원, 대전 4782억원, 광주 2022억원 순이다. GS건설 관계자는 “아파트 브랜드인 자이에 대한 높은 고객 신뢰를 바탕으로 도시정비에서 좋은 성과를 냈다”며 “올 하반기엔 재개발·재건축 뿐 아니라 모델링 사업에까지 적극적으로 영업에 나서 지난해(약 5조원) 못지 않은 실적을 거둘 것”이라고 말했다.",https://n.news.naver.com/mnews/article/015/0004719594?sid=101
"7월3일은 '세계 일회용 비닐봉지 없는 날'…""장바구니와 에코백 이용하세요""",2022-07-03 11:26:18,뉴스1,"국민 1명당 연간 420개 비닐봉지 사용…맘카페 중심 자체적 캠페인 '눈길'서울 마포구 망원시장에서 바구니와 에코백을 들고 장을 보고 있다. © News1 오대일 기자(세종=뉴스1) 나혜윤 기자 = 전 세계적으로 일회용품 사용을 줄이기 위한 노력들이 이어지고 있는 가운데 3일 '세계 일회용 비닐봉지 없는 날'을 맞아 소비자들의 자발적인 환경 캠페인이 눈길을 끌고 있다. 유엔환경계획(UNEP)의 보고서에 따르면 매년 전 세계는 5조 개의 비닐봉지를 사용하고 있는 것으로 알려졌다. 우리나라에서도 많은 양의 비닐봉지와 포장 플라스틱 등 일회용품을 사용하고 있다. 유럽 플라스틱 제조자 협회(EUROMAP) 통계에 따르면 한국의 1인당 연간 포장 플라스틱 원료 사용량은 세계 두번째로 높다. 또 국민 1명당 연 420개의 비닐봉지를 사용하고 있는 상황이다. 비닐봉지를 분해하는데 약 500년의 시간이 걸리는 등 일회용품 사용이 지구를 병들게 하고 있다는 우려가 지속되자, 2008년 스페인의 국제환경단체 '가이아'는 매년 7월3일을 '세계 일회용 비닐봉지 없는 날(International Plastic Bag Free Day)'로 기념하고 비닐봉지 사용을 줄이기 위한 노력에 나서고 있다. 세계 일회용 비닐봉지 없는 날은 전 세계 40여개 나라가 참여하고, 다양한 기념행사를 진행하는 등 일회용품을 줄이기 위한 자체적인 노력에 나서고 있다. 이 날을 기념하기 위해 소비자들은 물건 구매시 비닐봉지 보다는 장바구니와 에코백을 이용하고, 음식 배달 시에는 다회용기를 사용한다. 우리나라에서도 다양한 기념행사를 통해 일회용 비닐봉지 줄이기에 나서고 있다. 특히 환경보호에 부쩍 관심이 늘어난 최근에는 전국 맘카페 등 온라인을 중심으로 자발적인 캠페인이 시행되는 모양새다. GS건설은 공용공간에서 일회용컵 퇴출을 전면 시행하고 있으며 세계 일회용 비닐봉지 없는 날을 맞아 팀 단위로 하루 동안 '공용 에코백 운영' 등 친환경 캠페인을 릴레이로 진행하고 있다. 플라스틱 필름을 제조하는 중소기업 (주)선진이노텍은 국내 연안에서 서식하는 바다거북 10마리 중 8마리가 플라스틱을 섭취하고 있다면서 ""플라스틱 비닐봉지 대신 에코백을, 자연으로 돌아가는 생분해 비닐봉투를 사용해 보는 것은 어떨까""라고 직원들의 자발적인 캠페인 동참을 촉구했다. 14만의 회원을 보유하고 있는 한 온라인 맘카페에서도 자체적으로 캠페인에 동참하겠다는 뜻을 밝혔다. 한 소비자는 ""오늘 하루만이라도 비닐봉지와 플라스틱을 써보지 않도록 해보겠다""고 말했고, 또 다른 소비자는 ""아이와 같이 비닐봉투 쓰지 않는 것을 실천해 봐야겠다""고 밝혔다. 환경부는 올해 공식적인 기념행사를 개최하지는 않지만, 에코백·다회용기 사용 등 각종 이벤트를 통해 일회용품을 줄이는 노력을 권장하고 있다. 환경단체들도 일회용 플라스틱을 줄이기 위해 다양한 기념행사에 적극 나서고 있다. 자원순환연대는 일회용 비닐봉지 없는 날과 비슷한 '세계 리필의 날'(6월16일)을 맞아 '다회용기 이용하기 어렵지 않아요'라는 캠페인을 진행하며 정부와 기업에 플라스틱 포장재 감량을 위해 포장재 없는 가게 의무설치, 리필스테이션 확대, 포장재 없는 제품 생산 노력에 대한 동참을 촉구했다.세계 리필의 날은 2018년 영국에서 시작해 2021년 미국, 캐나다, 일본 등 전 세계 77개국으로 확산됐으며 올해에는 80여개 국이 참여했다.		",https://n.news.naver.com/mnews/article/421/0006193708?sid=101
"GS건설, 도시정비 수주 3조 돌파",2022-07-03 11:30:01,서울경제,"서울서만 1.6조···절반 이상GS건설이 제안한 부산 부곡2구역 조감도 / GS건설[서울경제] GS건설의 상반기 도시정비 수주액이 3조원을 돌파했다.GS건설은 올해 서울 용산구 이촌동 ‘이촌한강맨션 재건축사업'을 시작으로 6월 말까지 총 8건의 도시정비 사업을 수주하며 총 3조 2107억원의 수주액을 기록했다고 3일 밝혔다.정비사업 유형별로 보면 재건축이 4건, 재개발이 4건이다. 서울과 부산, 대전, 광주 등 사업 안정성이 높은 곳을 중심으로 수주했다. 특히 서울에서만 1조 6206억원을 기록했는데, 이는 총 수주액의 절반 이상이다. 이어 부산(9097억원), 대전(4782억원), 광주(2022억원) 순이다.사업지별 공사금액은 부산 부곡2구역 재개발사업이 6438억원으로 가장 높다. 서울 이촌한강맨션과 서울 불광5구역의 공사금액도 6000억원을 넘으며, 대전 도마변동5구역도 4700여 억원 수준이다.GS건설 관계자는 “국내 최고 아파트 브랜드인 자이에 대한 높은 고객 신뢰를 바탕으로 도시정비에서 올 상반기에만 3조원의 수주액을 달성했다”며 “하반기에도 재개발·재건축 뿐 아니라 리모델링 사업까지 적극적으로 수주해 지난해(5조원) 못지 않은 실적을 거둘 것으로 기대한다”고 밝혔다.",https://n.news.naver.com/mnews/article/011/0004071885?sid=101
올해 도시정비사업 분야 GS건설 수주액 3조 돌파,2022-07-03 12:53:06,디지털타임스,"부산 부곡2구역 재개발 조감도 <GS건설 제공>    GS건설은 올해 도시정비사업 분야에서 수주액 3조원을 돌파했다고 3일 밝혔다.GS건설은  상반기 서울 용산 이촌한강맨션 재건축 사업 수주를 시작으로 모두 8건의 도시정비사업을 따내 총 3조2107억원의 수주액을 올렸다.특히 서울에서만 절반이 넘는 1조6206억원을 기록했으며 이어 부산(9097억원), 대전(4782억원), 광주(2022억원)에서도 수주고를 쌓았다.사업지별 공사 금액은 지난달 26일 수주한 부산 부곡2구역 재개발 사업이 6438억원으로 가장 많았다.",https://n.news.naver.com/mnews/article/029/0002741935?sid=101
대구 부동산 먹구름 걷히나…서울 투자 세력 대구 공략 나서,2022-07-03 16:41:52,뉴스1,"견본주택에도 인파 몰리는 등 청약 및 신규 분양 시장도 꿈틀3일 휴일을 맞아 대구 수성구 '시지삼정그린코아포레스트' 견본주택에 방문객들이 대거 몰려 붐비고 있다. 지난달 30일부터 나흘간 방문한 수요자가 8000명을 넘겼다.(분양대행사 제공)© 뉴스1(대구=뉴스1) 김종엽 기자 = 정부의 규제지역 해제로 대구를 뒤덮고 있는 '부동산 먹구름'이 걷히고 있다.서울 등 수도권지역 투자자들이 미분양 매입 등 대구 공략에 본격 나선 것은 물론 침체에 빠졌던 신규 분양시장도 꿈틀거리기 시작했다.3일 대구부동산업계 등에 따르면 지역 부동산 시장은 2020년 12월 청약과 대출, 세제에 규제가 가해지는 조정대상지역으로 지정된 이후 1년 반 만에 급속히 얼어붙었다. 당시 280가구에 불과했던 미분양 아파트는 올해 5월 말 현재 무려 24배 이상 늘어난 6816가구에 달해 '미분양 무덤' 도시로 불린다.하지만 지난달 30일 정부의 투기과열지구 및 조정대상지역 해제 결정에 따라 변화의 조짐이 곳곳에서 감지되고 있다. 수성구는 5년 만에 투기과열지구에서 풀렸으며 중구·동구·서구·남구·북구·달서구·달성군 등 7개 구·군은 1년 6개월 만에 조정대상지역에서 해제됐다.◇서울 등 수도권 투자 세력 대구 공략 나서우선 지역 내 미분양 물량이 가장 많은 달서구(2360가구), 동구(1430가구)에 투자 세력이 몰리는 게 눈에 띈다. 7월 첫 주말인 2일과 3일 투자자들이 달서구와 동구의 미분양 아파트 400가구(달서구 300여가구, 동구 90여가구)를 계약했다. 이들 중 50%이상이 서울 등 수도권지역 투자 세력인 것으로 알려졌다.규제지역 해제 발표 당일인 지난달 30일에도 수도권지역 투자 세력들이 대단지 미분양 아파트가 몰린 달서구와 동구지역 미분양 100여가구를 가계약하는 등 부동산 시장에 온기가 돌고 있다.이는 규제 완화로 1주택자도 대출이 가능해져 1~2년 전 분양된 미분양 물량의 투자 환경이 개선됐기 때문으로 풀이된다.부동산업계에는 7000가구에 달하는 미분양 물량 중 수백가구가 일시 소진된다고 해서 시장이 회복되는 것은 아니지만 추가적인 침체를 막을 수 있겠다는 안도감이 흐르고 있다. 금융위기로 미분양 물량이 6800가구가 넘어섰던 2008년에도 부산지역 투자자들이 대거 몰려와 저평가된 분양권 매입에 나서면서 위기에 처한 건설업체들의 숨통을 트게 하는 계기가 됐다.부동산개발업체 관계자는 ""올 하반기 신규 공급 물량도 많이 대기하고 있는데 미분양을 굳이 구입하는 수요자가 있겠냐는 반응도 있다""며 ""하지만 원자재값 상승 및 고분양가 심사제도 개선 등에 따라 앞으로 분양가는 상승할 수밖에 없어 1~2년 전 분양가격으로 구입할 수 있는 미분양은 주요 투자 물건으로 다시 부상할 수 있다""고 전망했다.◇신규 청약시장도 꿈틀…견본주택 찾는 발길 이어져찜통더위에도 불구하고 신규 아파트 견본주택을 찾는 수요자들의 발길도 이어지고 있다.삼정기업이 4일부터 접수하는 '시지삼정그린코아포레스트' 청약에 앞서 마련한 견본주택을 찾은 방문객은 지난달 30일부터 나흘간 8000명을 넘겼다.2017년 108대1이었던 지역의 청약경쟁률이 최근 6개월간 0.89대1로 뚝 떨어진 것을 감안하면 반등의 조짐이 보이는 것이다.분양대행사 '아름다운사람들'의 백영기 대표는 ""정부의 규제 완화 이후 대구 부동산 시장에 변화의 조짐을 직접 느끼고 있다""며 ""이 같은 분위기가 청약 경쟁률 상승으로 직접 연결되지 않을 수도 있지만 관망하던 수요자들의 관심을 되돌려 놓은 건 맞는 것 같다""고 말했다.◇여름 분양 본격화되나…7, 8월 4400가구 청약이 같은 시장 변화에 따라 분양 시장도 꿈틀거리기 시작했다. 대출 및 세부담, 청약 조건 등의 규제 완화로 정책적 불확실성이 일부 해소됨에 따라 그동안 관망했던 시행사와 건설사들이 여름 분양 시장을 정조준하고 나섰다.이번 주 중 삼정기업과 GS건설의 시지삼정그린코아포레스트(667가구)와 범어자이(451가구) 청약 접수를 시작으로 현대 힐스테이트 대명센트럴 2차(1243가구), 태왕아너스 프리미어(200가구), 빌리브 루센트(258가구), 힐스테이트 서대구역센트럴(837가구), 달서 더샵센트엘로(272가구), 화성파크드림 구수산 공원(520가구) 등 8개 단지 4448가구가 7~8월 중 수요자를 찾아 나선다.백 대표는 ""투기과열지구 및 조정대상지역에서 해제되면 대출·세제·청약 등 광범위한 규제에서 벗어나기에 그동안 움츠려있던 수요자에 자극을 주는 역할을 할 수 있다""며 폭염 속 여름 분양시장이 성공할 경우 미분양 물량 해소에도 큰 도움이 될 것""이라고 전망했다.		",https://n.news.naver.com/mnews/article/421/0006194226?sid=102
투기과열지구 풀린 대구 수성구에 GS자이 400가구,2022-07-03 18:12:03,매일경제,"이번주 눈에 띄는 분양서울 삼성동 오피스텔 165실 이번주 분양시장은 지방광역시를 중심으로 공급이 이뤄질 전망이다. 투기과열지구가 해제된 대구와 대전 내 일부 지역에서도 분양 물량이 나온다. 3일 부동산 전문 리서치업체 리얼투데이에 따르면 4~8일 전국 15곳에서 총 4088가구(오피스텔·민간임대·공공분양·도시형생활주택 포함, 행복주택 제외)가 분양을 앞두고 있다. 이 중 60%가량이 지방광역시에 몰려 있다. 윤석열정부 들어 처음 열린 주거정책심의위원회 결과 5일부터 투기과열지구가 해제되는 대구 수성구에선 399가구 규모 브랜드 단지가 청약을 앞두고 있다. GS건설이 시공하는 '범어자이'다. 지하 6층~지상 34층, 4개 동으로 지어지며 주택형은 전용면적 84㎡ 369가구, 114㎡ 30가구로 구성됐다. 84㎡ 분양가는 9억1000만~9억6000만원이다. 대구 지하철 2호선 범어역에서 약 800m 거리에 들어서며 인근에 야시골공원이 있다. 올해 대구에서 분양된 단지들에선 예외 없이 미분양이 발생하고 있는 상황이다. 이 아파트는 '대구의 강남'으로 불리는 수성구에 들어서는 브랜드 단지인 데다 인근 시세 대비 낮은 분양가가 책정돼 침체를 극복할 수 있을지 주목된다.대전에서도 투기과열지구가 해제된 동구에서 175가구 규모 단지가 청약 신청을 받을 예정이다. GS건설 계열사인 자이에스앤디가 시공하는 '대전스카이 자이르네'다. KTX와 대전 1호선 대전역에서 약 1㎞ 거리에 들어서는 단지로 전용 84㎡로만 구성된다. 지하 5층~지상 39층 1개 동으로 지어지며 분양가는 4억8000만~5억2000만원대다.분양업계에선 규제지역 해제를 두고 투기과열지구 해제냐 조정대상지역 해제냐에 따라 효과가 갈릴 것이라고 전망했다. 한 업계 관계자는 ""투기과열지구에서 조정대상지역이 된 곳은 규제 완화 정도가 상대적으로 크지 않다""며 ""아예 비규제지역이 된 곳만 어느 정도 효과가 나타날 수 있다""고 했다. 투기과열지구 해제만으로는 시장 활력이 크게 살아나지 않을 수 있다는 것이다.부산 강서구에선 DL이앤씨가 에코델타시티 19블록 일원에 시공하는 'e편한세상 에코델타 센터포인트'에서 청약을 접수한다. 지하 2층~지상 19층, 15개 동, 전용 68~84㎡ 총 953가구 규모다. 분양가는 3억7000만~5억5000만원 수준으로 분양가상한제가 적용돼 경쟁력을 갖췄다는 평이다. 서울에선 현대건설이 시공하는 주거용 오피스텔이 분양을 앞두고 있다. 강남구 삼성동 '힐스테이트 삼성'으로 지하 7층~지상 17층, 2개 동, 전용 50~84㎡, 총 165실 규모다. 포스코센터, 현대자동차그룹 글로벌비즈니스센터 등이 가깝다. 분양가는 15억2000만원에서 42억원까지다.",https://n.news.naver.com/mnews/article/009/0004986178?sid=101
재건축·재개발 수주지도 보니…현대건설 독주 속 GS ‘선방’·롯데 ‘약진’ [부동산360],2022-07-03 19:09:01,헤럴드경제,"10대 건설사 상반기 도시정비사업 성적표 보니현대건설 ‘7조 클럽’ 공식화… GS건설 3조 돌파롯데건설 서울서만 2조 따내며 역대 최고 실적포스코건설·대우건설·DL이앤씨 ‘1조 클럽’ 달성서울 동대문구 이문동과 휘경동 일대 재개발 지구가 터파기 공사 등 사업이 진행되고 있다. [연합][헤럴드경제=김은희 기자] 주택건설사업의 중심축이 재건축·재개발 등 도시정비사업으로 이동하고 있는 가운데 올해 상반기 주요 건설사들이 도시정비사업 분야에서 역대급 수주 실적을 거둔 것으로 파악됐다. 10대 건설사 수주액만 보더라도 지난해의 2배를 훌쩍 넘어섰고 6개월 만에 작년 한 해 실적을 넘어선 업체도 여럿이다. 정비사업 규제 완화에 대한 기대감으로 발주가 늘어난 영향으로 풀이된다.3일 건설업계에 따르면 국토교통부 시공능력평가 기준 국내 10대 건설사의 올해 상반기 도시정비사업 수주액은 20조524억원으로 지난해 같은 기간(9조4963억원) 대비 2.1배 늘어난 것으로 집계됐다. 이는 작년 한 해 실적(29조1763억원)과 비교해도 3분의 2가 넘는 액수다. 7조원에 육박하는 수주고를 올린 현대건설을 필두로 6개 건설사가 일찌감치 ‘1조 클럽’에 이름을 올리는 등 대형 건설사들이 전반적으로 호실적을 거뒀다.현대건설은 상반기에만 누적 수주액 6조9544억원을 달성하며 독주 체제를 구축했다. 창사 이래 처음으로 도시정비사업 부문 ‘7조 클럽’을 공식화했다. 하반기에도 대규모 도시정비사업 입찰에 적극 참여해 올해 목표인 8조원을 넘어 수주액 최고 기록을 경신하겠다는 계획이다.지난해 5조원대 수주실적으로 현대건설과 양강 구도를 형성했던 GS건설은 반년간 3조2107억원을 수주했다. 작년 상반기(1조892억원)의 3배에 달하는 역대급 실적을 거뒀지만 현대건설의 절반에도 미치지 못하면서 1위 자리를 또다시 내줬다.상반기 도시정비사업 시장에서 가장 눈에 띄는 점은 롯데건설의 약진이다. 롯데건설은 누적 수주액 2조7306억원으로 2021년 연간 실적(2조2230억원)을 넘어섰다. 특히 사업장 9곳 중 7곳이 서울권으로 재개발, 재건축, 리모델링 등 다양한 유형에서 총 2조96억원을 따냈다.포스코건설과 대우건설, DL이앤씨도 각각 1조5558억원, 1조3222억원, 1조2543억원의 누적 수주액을 기록하며 상반기를 마무리했다. 전반적인 발주량 증가에도 작년 상반기와 비슷한 수주액을 기록하며 다소 아쉬운 성적표를 받아든 이들 건설사는 하반기 수주에 적극적으로 임하겠다는 방침이다. 정비업계에 따르면 한남2구역 재개발, 방배동 신동아 재건축 등 수도권의 대규모 사업장이 하반기 중 줄줄이 시공사를 선정할 예정이다.도시정비사업 분야에서 유독 저조한 성적을 거둬왔던 sk에코플랜트도 올해 상반기에는 8802억원을 수주하며 선전했다. 이는 지난해 연간 실적(4263억원)의 두 배가 넘는 액수로 최근 5년간 도시정비사업 실적을 모두 뛰어넘었다.도시정비사업 시장 복귀 후 ‘알짜’ 사업장에만 입찰하고 있는 삼성물산은 상반기 8172억원을 따냈다. 지난해 연간 실적(9117억원)을 소폭 하회하는 실적이다. HDC현대산업개발은 7000억원, 현대엔지니어링은 6170억원을 각각 수주했다. 아직 수주액 1조원을 넘기지 못했으나 하반기 수주에 박차를 가해 조만간 ‘1조 클럽’ 입성 낭보를 전하겠다는 계획이다.박철한 한국건설산업연구원 연구위원은 “지난해에는 2·4 대책의 영향으로 재개발·재건축 사업이 부진했는데 올해에는 도심의 민간 재개발·재건축 수주가 증가할 것으로 보인다”면서 “공공 발주 증가와 함께 건설사들의 전반적인 주택 수주가 늘어날 것으로 전망된다”고 밝혔다.박 위원은 다만 “자재가격이 상승하고 분양가상한제로 인해 적정 수익을 확보할 수 없는 상황에서는 주택을 공급할 유인이 사라지게 된다”며 “공사비 상승으로 인해 주택 공급에 차질이 생기지 않도록 정부의 특별 관리가 필요하다”고 덧붙였다.",https://n.news.naver.com/mnews/article/016/0002010748?sid=101
'분양 비수기' 여름휴가철 물량 폭탄 쏟아진다,2022-07-04 06:21:01,이데일리,"올해 7·8월 수도권 4만1775가구 분양…전년比 38%↑서울에선 휘경3구역·센트레빌파크프레스티지 분양경기 광명·의왕 내손·인천 검단 분양 예정""분상제 적용 '인기'…소형 평형 당첨확률 높아""[이데일리 오희나 기자] 올해 여름휴가 시즌에는 전국에서 8만여가구가 분양을 기다린다. 여름 휴가철은 분양 비수기였지만 올해는 선거와 분양가 상한제 개편 등으로 미뤄졌던 분양 일정이 재개되면서 예년보다 물량이 한꺼번에 풀린다. 부동산R114에 따르면 올해 7~8월 전국에서 8만8411가구를 분양할 예정이다. 이중 수도권에서만 4만1775가구를 분양한다. 이는 작년 3만254가구와 비교할 때 38%가량 늘어난 물량이다.통상 여름 휴가철인 7~8월에는 분양 물량이 적었지만 올해는 대선·지방선거 때문에 일정이 밀렸다. 여기에 정부의 분양가 상한제 개편을 기다리면서 일부 분양을 미룬 단지도 여럿이다. 서울에서는 GS건설이 동대문구 이문·휘경재정비촉진지구 내 ‘휘경3구역’ 1806가구 가운데 719가구를 분양한다.동부건설은 은평구 역촌동에서 ‘센트레빌파크프레스티지’ 752가구 가운데 454가구를 공급하고 포스코는 강동구 둔촌동 ‘둔촌현대1차리모델링’ 572가구 중 74가구를 분양할 예정이다. 이중 가장 눈여겨볼 단지는 휘경3구역이다. 이문·휘경 재정비촉진구역으로 휘경동에서는 마지막 분양이다. 이문·휘경뉴타운과 장위뉴타운의 수요층이 겹치다 보니 올해 가장 먼저 나오는 휘경3구역에 청약수요가 몰릴 것으로 예상하고 있다.[이데일리 김일환 기자]박지민 월용청약연구소 대표는 “휘경3구역은 분양가 9억원을 넘지 않으리라 예상해 당첨 가점이 64점 이상 돼야 안정권에 들어갈 것”이라며 “은평구 ‘센트레빌파크프레스티지’ 또한 8억원선에 분양될 것으로 예상해 당첨 가점이 60점대 초반은 돼야 할 것”으로 분석했다.경기도에서도 역시 대규모 공급을 앞두고 있다. 경기 의왕에서는 GS건설과 SK에코플랜트가 내손다구역 재개발로 ‘인덕원자이 SK 뷰’ 2633가구 가운데 899가구를 분양한다. 광명에서도 대우건설, 롯데건설, 현대엔지니어링 등이 광명2R구역 재개발을 통해 ‘베르몬트로 광명’ 3344가구 중 754가구를 공급한다. 광명뉴타운 내 첫 분양가상한제 적용 단지다. 또한 GS건설은 철산동 주공8·9단지 재건축으로 총 3804가구의 대단지 아파트를 선보일 예정이다. 인천에서는 롯데건설이 인창C구역 재개발로 1180가구 중 686가구를 공급하고 검단 신도시 AA23 블록에선 ‘인천검단금강펜테리움’ 1049가구를 분양할 예정이다. 박 대표는 “광명이나 의왕은 오랫동안 기다렸던 단지여서 청약 대기 수요가 많을 것”이라며 특히 “인천 검단은 청약 가점이 높겠지만 수도권 거주자들도 청약할 수 있어 노려봐도 좋을 것”이라고 했다. 여경희 부동산R114 연구원은 “수도권에서는 경기도 물량이 많은데 ‘광명철산8·9단지’ 재건축이 대단지인데다가 서울과 맞닿아 있어 서울 접근성이 좋다”고 말했다. 전문가들은 분양가 상한제 적용 단지들은 여전히 인기가 높아서 당첨 확률이 높은 평형을 중심으로 청약을 넣어보는 것이 좋다고 조언했다.박 대표는 “부동산 시장 분위기가 심상치 않고 분상제 개편 이후 분양가 상승률이 최대 4%에 불과하기 때문에 하반기 밀어내기 분양이 많이 나올 수 있다”고 전했다. 이어 “청약열기가 한풀 꺾였지만 분상제 적용한 주택들은 청약하려는 수요가 많을 것”이라며 “인기평형인 대형보다는 소형 위주로 접근하고 원하는 단지만 기다리지 말고 분양 일정이 나오는 순서대로 청약을 넣어야 한다”고 조언했다. [이데일리 김일환 기자]",https://n.news.naver.com/mnews/article/018/0005258821?sid=101
