title,date,media,content,url
"""아파트에 CGV 있으면 뭐 해요. 화장실 타일 터져 애가 우는데…""",2022-09-01 07:00:10,일간스포츠,"			[일간스포츠 서지영]   GS건설이 서초구에 지은 서초그랑자이 전경(왼쪽)과 화장실 타일이 터지고 무너져 스카치테이프로 감싼 서초그랑자이 한 세대 내 화장실 모습. 독자제공     GS건설이 서울 서초구 일대에 지은 신축 서초그랑자이와 방배그랑자이에서 잇따라 대형 하자가 발생하고 있다. '그랑자이'는 GS건설이 한때 고급 신축 단지에만 허용하던 펫 네임이다. '웅장·거대하다'는 뜻의 '그랑(Gran)'에 GS건설만의 주거 브랜드 '자이'를 합쳐 이름을 지었다. 그러나 수십 억 원짜리 새 아파트에 들어온 입주민들은 만 1년도 되지 않아 여기저기에서 터지는 하자로 마음고생을 하고 있다.      '서·그·자'의 차마 말 못할 하자    ""단지에 CGV 영화관이 있으면 뭐 합니까? 화장실 타일 깨지는 소리에 아이가 우는데요.""     지난해 6월 서초그랑자이에 입주한 A 씨는 이삿짐을 푼 직후부터 가슴앓이를 했다. GS건설이 지은 최고의 주거 브랜드 자이 신축에 큰 기대감을 안고 이사했는데, 이후 집안 곳곳에서 각종 대형 하자와 맞닥뜨렸기 때문이다.       A 씨는 ""주방 등 방안의 벽지가 온통 울어있었다. 일부분이 아니라, 전체 벽지가 한꺼번에 들떠 있었다""고 말했다. 가장 속상한 부분은 화장실이었다. 그는 ""날이 추워지자 화장실 타일이 꽝꽝 터지고 무너지기 시작했다. 그 소리가 정말 컸다""며 ""우리 단지에 CGV 영화관이 들어와 있는데, 도대체 그게 무슨 소용인가. 아이가 잠시 집에 혼자 있을 때도 화장실 타일 터지는 소리에 울면서 전화가 온다""고 토로했다.       GS건설이 지은 서초구 고급 단지인 서초그랑자이의 일부 세대는 입주 초기인 지난해부터 각종 하자로 속앓이를 했다. (왼쪽부터) 심각한 결로로 창문에 고드름이 달리고 성에가 껴 있다. 화장실 샤워부스가 깨지고, 벽지가 운 모습. 독자제공     A 씨가 본지에 보내온 사진 속 화장실 상태는 심각했다. 벽면 타일이 한꺼번에 무너지지 않도록 임시방편으로 스카치테이프를 붙여놓았는데, 자칫 큰 사고로 연결되기 충분해 보였다.     본지 확인에 따르면 서초그랑자이에서 하자로 속앓이를 한 세대는 더 있었다. 화장실 샤워부스나 베란다 타일, 세면대 등이 알 수 없는 이유로 터지고, 결로 현상으로 창문에 성애와 고드름이 끼는 사례가 있었다. 방 안의 벽지가 모두 들뜨는 현상은 하자 축에도 끼지 못할 정도였다.          서초그랑자이는 총 9개동 1446세대로 서초구 대표 대단지 신축 아파트다. 탁월한 입지와 학군으로 전용 84.84㎡ 실거래 가격이 30억원을 웃돈다. 비싼 만큼 최고급 커뮤니티 시설을 자랑한다. GS건설은 서초그랑자이 단지 내에 CGV 골드클래스급 영화관을 만들었고, 서초동 일대가 내려다보이는 스카이라운지도 구축했다.     GS건설은 자이 브랜드를 홍보할 때마다 ""호텔급 수준 최고의 커뮤니티 시설""을 갖춘 서초그랑자이를 자랑스럽게 거론하곤 했다. 실제로 서초그랑자이는 '서·그·자'라는 애칭으로 불리며 부의 상징으로 통한다.           다행히 A 씨는 숱한 민원 제기 및 GS건설 대표이사에게 항의 이메일까지 보낸 덕에 건설사로부터 일부 하자 보수에 성공했다.    보통의 경우 아파트에 하자가 발생하면 침묵을 지킨다. 혹여 집값에 영향을 미칠 수 있어서다. 그러나 A 씨는 광주 화정 아이파크 등 올해 들어 여러 곳에서 벌어진 아파트 붕괴 사고를 보면서 공익을 위해 알려야 한다고 생각했다.     그는 ""큰 사고 전에는 꼭 작은 징후가 있다. 집값이 떨어질까 봐 두려워서 '쉬쉬' 하는 건 옳지 않은 일이다. GS건설 같은 대기업일수록 이런 심각한 안전불감증은 반드시 고치고 넘어가야 한다""며 ""붕괴 사고가 난 광주를 보면 절대 남의 일이 아니다""고 일침을 놓았다.   서초그랑자이 입주민들의 GS건설과의 싸움은 '현재진행형'이다.     서초그랑자이는 최근 서울 강남권을 집어삼킨 폭우로 침수 피해를 보았다. 입주민대표회의는 최근 '제1기 제12차 긴급 임시 입주자대표회의'를 열고 침수 피해 규모를 점검하기 위한 손해사정사 선임을 두고 논의를 진행했다. 상당수의 서초그랑자이 입주민들은 그간 불거졌던 크고 작은 하자 때문에 침수 피해를 더 키웠다고 생각하고 있다.        옆 동네 방배그랑자이도 난리    서초그랑자이와 비슷한 시기에 같은 서초구에 지어진 GS건설의 신축 방배그랑자이는 각종 하자를 참지 못하고 단지 밖은 물론 내부에도 대형 플래카드를 걸었다. 서지영 기자     서초그랑자이에서 약 3.5km 떨어진 곳에는 GS건설이 비슷한 시기에 지은 신축 방배그랑자이가 있다.       8개 동 총 758세대의 방배그랑자이는 과거 방배경남아파트를 재건축해 탄생했다. 그러나 입주 시작 약 1년 만에 각종 악취와 결로, 고사목, 방치된 폐자재까지 셀 수 없이 많은 하자로 신음 중이다.        참다못한 방배그랑자이 입주민들은 지난달 아파트 주차장 초입에 'GS건설(조합)은 책임져라! 부실시공 하자로 입주민은 죽어가고 있다'고 적힌 대형 플래카드를 걸었다. 강남권 아파트 소유주들이 집값이 내려갈 것을 우려해 하자와 관련한 플래카드를 공개적으로 걸지 않는다는 점을 고려하면 상당히 이례적이다.     본지가 지난 26일 방문한 방배그랑자이에는 아파트 초입은 물론 단지 안에도 대형 플래카드가 걸려있었다. 정원 한복판 '고사목만 70그루, 식재는 마음대로, 하자 보수는 나몰라라. GS건설은 조경 하자 보수와 식재 계약을 이행하라'는 대형 플래카드 근방에는 그루터기만 남은 나무가 눈에 띄었다. 방배그랑자이 입주자대표회는 평균 조경수 나무가 죽는 비중이 5~10% 정도인데 반해 이 단지는 30% 수준인 197그루에 달한다고 주장하고 있다.        GS건설 ‘자이(Xi)’ 로고    방배그랑자이 입주민들은 GS건설의 태도에 더 분노했다. 입주민 B 씨는 ""우리 집 말고도 정말 많은 세대에서 GS건설 쪽에 하자 민원 접수를 했다. 숱하게 많은 세대가 민원을 제기했는데, 그럴 때마다 모르쇠로 일관하거나 마치 처음 접한다는 식으로 나왔다""고 분통을 터뜨렸다. 그러면서 ""GS건설이 언론을 통해 마치 해결이 거의 다 된 것처럼 말하던데 그건 정말 GS건설만의 생각""이라고 목소리를 높였다.       입주민 C 씨는 ""우리는 이번 하자 사건으로 GS건설에 정말 실망했다. 우리나라 최고 건설사라고들 하는데, 하자를 처리하는 태도를 보면 어울리지 않는 평가다""고 말했다.    허영 더불어민주당 의원실에 따르면 GS건설은 2018년부터 2021년까지 국토교통부 하자심사·분쟁조정위원회에서 총 341건의 하자 판정을 받았다.      GS건설 관계자는 ""방배그랑자이는 냄새 원인으로 지적되던 자재 등의 폐기물은 거의 정리가 됐다""며 ""과거 다소 관리에 부족함이 있었으나, 해결을 위한 노력 중이다. 상당 부분 협의가 되고 있다""고 답했다.     그는 서초그랑자이와 관련해 ""입주민마다 하자라고 여기는 부분이 다 다르다. 세상에 모든 사람이 100% 만족하는 완벽한 건물을 지을 수 없기 때문에 하자 보수 기간도 정해져 있는 것 아니겠는가""라고 말했다. 그러면서 ""침수와 관련한 손해사정사는 건설사보다는 다른 보험 처리를 위한 부분이라고 알고 있다""고 했다.     서지영 기자 seojy@edaily.co.kr    ",https://n.news.naver.com/mnews/article/241/0003227684?sid=101
[e 공시 눈에 띄네] 코스피- 31일,2022-09-01 08:29:16,아시아경제,"			<장 마감 후 주요 공시>▲스카이라이프= 자기주식 7160주를 NH투자증권에 위탁해 총 5978만6000원에 처분. 처분 목적은 임직원들에게 주식을 교부하기 위함이라고 명시. 처분기간은 다음달 1일부터 19일까지.▲KG케미칼= 종속회사인 KG모빌리티가 쌍용자동차 주식 7309만8000주를 3654억9000만원에 취득 공시. 쌍용자동차 인수가 취득목적이며 취득예정일자는 다음달 21일. 쌍용자동차 주식 취득 후 소유주식수는 7309만8000주로 지분비율은 61.86%.▲GS건설= 신반포4지구 재건축정비사업조합이 국민은행 외에 진 채무 3800억원을 보증키로 결정. 이는 자기자본 대비 7.80% 규모. 채무보증기간은 9월6일부터 2025년 6월25일까지.▲한전기술＝ 한국남부발전과 하동복합 1호기 건설사업 종합설계기술용역 제공 계약 체결. 계약금액은 245억4564만원으로, 최근 매출액 대비 5.7% 규모. 계약기간은 9월2일부터 2028년 3월31일까지.▲벽산= 재무구조 개선 및 투자재원 확보를 위해 부산광역시 사상구 감전동 소재 토지 및 건물을 그린시티에 양도하기로 결정. 양도금액은 630억원으로, 자산총액 대비 12.46% 규모.▲코오롱= 계열사인 코오롱티슈진이 유진투자증권 외 6개사에 진 채무 330억원을 보증키로 결정. 이는 자기자본 대비 3.34% 규모. 채무보증기간은 9월7일부터 2052년 9월7일까지.",https://n.news.naver.com/mnews/article/277/0005141114?sid=101
"대우건설, 3632억 규모 수출용신형연구로 건설공사 착공",2022-09-01 09:17:01,조세일보,"◆…지난달 31일 부산 기장군에서 열린 수출용신형연구로 착공식에 참석한 관계자들이 기념촬영을 하고 있다. 사진=대우건설 제공대우건설이 지난달 31일 부산광역시 기장군에서 한국원자력연구원이 발주한 3632억원 규모 '수출용신형연구로 및 부대시설' 건설공사의 착공식을 가졌다고 1일 밝혔다.   이날 행사에는 이종호 과학기술부장관, 박형준 부산시장, 정동만·김영식 국회의원 등 정부, 지자체, 국회 주요인사와 백정완 대우건설 사장, 박원석 한국원자력연구원장과 관계자가 참석했다.   기장군 장안읍 동남권 방사선 의·과학 일반산업단지에 들어서는 수출용신형연구로는 하부구동 제어장치, 판형 핵연료 등 세계 처음 적용되는 최신기술을 적용한 15MW급 연구용 원자로로 지하 4층~지상 3층의 개방수조형 원자로와 관련계통, 이용설비가 조성된다.   앞서 대우건설은 4월 주간사(지분 50%)로서 현대건설(30%), GS건설(20%)과 함께 수출용신형연구로 건설공사를 수주했으며 공사기간은 착공일로부터 60개월이다.   회사측은 ""이번 사업으로 그동안 수입에만 의존해왔던 방사성동위원소의 국내 수급 안정화와 제품 수출 능력을 확보하고 고부가가치 의료서비스와 산업 활성화 등 신산업 창출에 기여하게 됐다""고 설명했다.   이 회사는 2016년 국내 처음 해외수출 1호 원자로인 5MW급 '요르단 연구용 원자로(JRTR)'를 준공한 바 있다. 이는 국내 기업 첫 원자력 EPC(설계·조달·시공) 사업을 수행한 프로젝트로 평가받는다. 이밖에 업계 첫 가동원전 설계기술(Q등급) 자격을 획득했으며 최근에는 차세대 원전인 소형모듈원자로(SMR) 기술개발에 투자 중으로 한국전력(KEPCO) 컨소시엄의 한국형 중소형원전인 'SMART(System-integrated Modular Advanced ReacTor)' 표준설계인가 획득사업에 참여해 SMR 기술력과 모델을 통해 사업 진출 시 우선공급권을 확보했다.   대우건설 관계자는 ""원전 시장 설계·해체, 방사성폐기물 처리시설, 연구용 원자로와 차세대 원전인 SMR 기술력까지 종합 솔루션 제공 기술력을 갖춘 유일한 기업으로서 지속적으로 원전기술을 강화할 것""이라며 ""국내 원전기술의 우수성을 세계시장에 알리고 체코 원전사업을 비롯해 해외 원전시장에 적극적으로 진출하겠다""고 말했다.    ◆…수출용신형연구로 조감도. 사진=대우건설 제공",https://n.news.naver.com/mnews/article/123/0002284711?sid=101
"대우건설, 3632억 원 규모 수출용 신형연구로 착공",2022-09-01 09:52:01,문화일보,"			대형원전부터 소형모듈원자로까지 ‘원전 토탈 솔루션’ 갖춰수출용신형연구로 조감도   대우건설은 지난달 31일 부산 기장군에서 한국원자력연구원이 발주한 ‘수출용 신형연구로 및 부대시설(조감도)’ 건설공사 착공식을 했다고 1일 밝혔다. 착공식에는 이종호 과학기술정보통신부 장관, 박형준 부산시장, 정동만·김영식 국회의원, 백정완 대우건설 사장, 박원석 한국원자력연구원장 등이 참석했다.대우건설에 따르면, 기장군 장안읍 동남권 방사선 의·과학 일반산업단지에 들어서는 수출용 신형연구로는 하부구동 제어장치, 판형 핵연료 등 세계 최초로 적용되는 최신기술을 적용한 15㎿급 연구용 원자로다. 이번 공사는 지하 4층∼지상 3층의 개방수조형 원자로와 관련계통 및 이용설비를 건설하는 것이다.앞서 대우건설은 지난 4월 주간사(지분 50%)로서 현대건설(30%), GS건설(20%)과 함께 수출용 신형연구로 건설공사를 따낸 바 있다. 공사기간은 착공일로부터 60개월이다.대우건설 관계자는 ""이번 수출용 신형연구로 건설로 그동안 수입에만 의존해왔던 방사성동위원소의 국내 수급 안정화와 제품 수출능력 확보, 고부가가치 의료서비스 및 산업 활성화 등 신산업 창출에 공헌할 수 있게 됐다""고 설명했다.대우건설은 국내외 원전 건설 분야에서 탄탄한 입지를 구축하고 있다. 2016년 국내 최초로 해외수출 1호 원자로인 ‘요르단 연구용 원자로’(JRTR)를 준공했다. JRTR은 5㎿급 연구용 원자로로, 대우건설은 원자로 건물과 부속건물, 동위원소 생산시설, 교육 훈련동을 설계·건설했다. 국내 민간기업 최초로 원자력 설계·조달·시공 일괄처리(EPC) 사업을 성공적으로 수행한 프로젝트로 평가받는다.대우건설은 차세대 원전인 소형모듈원자로(SMR)기술개발에도 지속적으로 투자하고 있다. SMR은 출력규모 300㎿e 이하인 원자로다. 모듈화된 설계 및 제작으로 설계는 단순화되고 표준화가 쉬운 특성을 갖고 있다고 대우건설은 설명했다. 최근엔 일부 조직개편을 통해 원자력사업단도 신설했다.대우건설 관계자는 ""원전시장의 설계부터 해체, 방사성폐기물 처리시설, 그리고 연구용 원자로와 차세대 원전인 SMR 기술력까지 토탈솔루션을 제공 기술력을 갖춘 유일한 기업으로서 지속적으로 원전기술을 강화해나갈 것""이라며 ""우리 원전기술의 우수성을 세계시장에 알리고 체코 원전사업을 비롯해 해외 원전시장에 적극적으로 진출할 것""이라고 말했다.",https://n.news.naver.com/mnews/article/021/0002529095?sid=101
"대우건설, 부산 기장서 ‘수출용신형연구로’ 착공식 개최",2022-09-01 10:09:01,헤럴드경제,"대우건설 백정완 사장(앞줄 가운데)이 한국원자력연구원 관계자 등과 함께 부산 기장군에 들어서는 수출용신형연구로 및 동위원소활용연구센터 착공식에서 기념촬영을 하고 있다. [대우건설 제공][헤럴드경제=김은희 기자] 대우건설은 지난달 31일 부산 기장군에서 한국원자력연구원이 발주한 ‘수출용신형연구로 및 동위원소활용연구센터’ 건설사업 착공식을 열었다고 1일 밝혔다.부산 기장군 장안읍 동남권 방사선 의·과학 일반산업단지에 들어서는 수출용신형연구로는 원자력 관계시설에 대한 설계적정성·예산 검토를 거쳐 조달청 발주로 계약·착공되는 공공공사다. 하부구동 제어장치, 판형 핵연료 등 신기술을 세계 최초로 적용한 15㎿급 연구용 원자로로 지하 4층~지상 3층의 개방수조형 원자로와 함께 관련계통 및 이용설비를 건설한다.앞서 대우건설은 지난 4월 지분 50%를 보유한 주간사로서 현대건설(30%), GS건설(20%)과 함께 수출용신형연구로 건설공사를 수주했다. 공사 기간은 착공일로부터 60개월이다.대우건설 관계자는 “이번 수출용신형연구로 건설로 그동안 수입에만 의존해왔던 방사성동위원소의 국내 수급 안정화와 제품 수출능력을 확보하고 고부가가치 의료서비스 및 산업 활성화 등 신산업 창출에 기여할 수 있게 됐다”고 설명했다.이날 착공식에는 이종호 과학기술정보통신부 장관, 박형준 부산시장, 정동만·김영식 국회의원, 백정완 대우건설 사장과 발주처인 박원석 한국원자력연구원장을 포함한 관계자들이 참석했다.대우건설은 2012년부터 국내 건설사 최초로 가동원전 설계기술(Q등급) 자격을 획득하고 2016년에는 우리나라의 수출 1호 원자로인 ‘요르단 연구용 원자로’(JRTR) 준공하는 등 국내외 원전 건설 분야에서 기술력을 인정받고 있다.최근에는 차세대 원전인 SMR(소형모듈원자로) 기술 개발에 투자하고 있다. 대우건설과 포스코그룹은 한국전력 컨소시엄의 한국형 중소형원전인 ‘스마트(SMART)’ 표준설계인가 획득사업에 참여해 SMR에 대한 기술력과 해당 모델을 통한 사업 진출 시 우선공급권을 확보하고 있다.대우건설 관계자는 “원전의 설계·건설·해체부터 방사성폐기물 처리시설기술, 연구용 원자로 및 SMR 기술력까지 토탈솔루션을 제공할 수 있는 기술력을 갖춘 기업으로 지속적으로 관련 기술을 강화해나갈 것”이라고 강조했다.",https://n.news.naver.com/mnews/article/016/0002035593?sid=101
"대우건설, 부산 수출용신형연구로 건설 공사 착공",2022-09-01 10:10:12,연합뉴스,"대우건설은 8월 31일 부산 기장군에서 수출용신형연구로의 착공행사를 했다. [대우건설 제공. 재판매 및 DB 금지](서울=연합뉴스) 서미숙 기자 = 대우건설은 지난달 31일 부산시 기장군에서 한국원자력연구원이 발주한 '수출용신형연구로 및 부대시설' 건설공사 사업의 착공식을 개최했다고 1일 밝혔다.     이 사업은 기장군 장안읍의 동남권 방사선 의·과학 일반산업단지 내에 지하 4층, 지상 3층의 개방수조형 원자로와 관련 계통 및 이용설비를 건설하는 공사다.     대우건설은 지난 4월 주간사(지분 50%)로서 현대건설(30%), GS건설(20%)과 함께 수출용신형연구로 건설공사를 수주했다. 공사 기간은 착공일로부터 60개월이다.    대우건설 관계자는 ""이번 수출용신형연구로 건설로 그동안 수입에만 의존해왔던 방사성동위원소의 국내 수급 안정화와 제품 수출 능력을 확보하는 것은 물론 고부가가치 의료서비스 및 산업 활성화 등 신산업 창출에도 기여할 수 있게 됐다""고 말했다.    sms@yna.co.kr",https://n.news.naver.com/mnews/article/001/0013411988?sid=101
"대우건설, 국내 첫 수출용 소형 원자로 착공…공사비 3632억",2022-09-01 10:13:47,머니투데이,"			[8월 31일 착공식...공사기간 60개월]8월 31일 수출용신형연구로의 착공행사에서 발파식이 진행되고 있다. /사진제공=대우건설대우건설이 부산 기장군에 들어서는 국내 첫 15WM급 수출용 소형 원자로 공사를 시작한다.1일 대우건설에 따르면 전일 부산시 기장군에서 한국원자력연구원이 발주한 '수출용 신형 연구로 및 부대시설' 건설 사업 착공식을 진행했다. 이날 행사에 이종호 과학기술부 장관, 박형준 부산시장, 정동만 의원, 김영식 의원, 백정완 대우건설 사장, 박원석 한국원자력연구원장 등 주요 인사들이 참석했다.시설은 기장군 장안읍 동남권 방사선 의·과학 일반산업단지 내에 들어선다. 하부구동 제어장치, 판형 핵연료 등 세계 최초로 적용되는 최신기술을 적용한 15MW급 연구용 원자로다. 지하 4층~지상 3층 개방 수조형 원자로와 관련 설비를 건설하는 프로젝트다대우건설은 지난 4월 주간사(지분 50%)로 현대건설(30%) GS건설(20%)와 함께 이 공사를 수주했다. 공사기간은 착공일로부터 60개월이다. 공사비는 3632억원 규모다.대우건설 관계자는 ""그동안 수입에만 의존했던 방사성동위원소의 국내 수급 안정화와 제품 수출능력을 확보하고, 고부가가치 의료서비스 및 산업 활성화 등 신산업 창출에 기여할 것""이라고 설명했다.수출용 신형 연구로 조감도. /사진제공=대우건설한편 대우건설은 2016년 해외 수출 1호 원자로인 5WM급 '요르단 연구용 원자로'(JRTR)를 성공적으로 준공해 기술력을 인정받았다. 국내 건설사 최초로 가동 원전 설계기술(Q등급) 자격을 획득해 2012년부터 신규 원전 설계부터 건설, 해체까지 국내 수주를 도맡아 시공하고 있다. 최근 차세대 원전인 소형모듈원자로(SMR) 기술 개발에도 지속적인 투자를 이어가며 경쟁력을 강화하고 있다.대우건설은 원전 분야 토탈솔루션 기술을 갖춘 독보적 기업으로서 향후 지속적인 원전 분야 기술개발에 주력하고 해외 원전 시장에 적극적으로 진출할 계획이다.",https://n.news.naver.com/mnews/article/008/0004789940?sid=101
"대우건설, 부산 기장에 수출용신형연구로 건설…3632억원 규모",2022-09-01 10:26:01,서울경제,"최신기술 적용 15MW급 연구용 원자로 건설대형원전부터 SMR까지 '원전토탈솔루션' 갖춰최근 원자력 전담조직 '원자력사업단' 신설도수출용신형연구로 조감도 / 사진제공=대우건설[서울경제] 대우건설이 부산 기장군 동남권 방사선 의·과학 일반산업단지 내 들어서는 수출용신형연구로를 건설한다. 1일 대우건설은 지난달 31일 부산 기장군에서 한국원자력연구원에 발주한 ‘수출용신형연구로 및 부대시설’ 건설공사 사업 착공식을 개최했다고 밝혔다. 이번 공사는 하부구동 제어장치, 판형 핵연료 등 최신 기술을 적용한 15MW급 연구용 원자로를 건설하는 공사다. 지하 4층~지상 3층의 개방수조형 원자로와 관련계통 및 이용설비를 건설한다. 앞서 대우건설은 지난 4월 주간사(지분50%)로서 현대건설(30%), GS건설(20%)과 함께 수출형신형연구로 건설공사를 수주했다. 공사 기간은 착공일로부터 60개월이다. 대우건설 관계자는 “이번 수출용신형연구로의 건설로 그동안 수입에만 의존해왔던 방사성동위원소의 국내 수급 안정화와 제품 수출능력을 확보하고, 고부가가치 의료서비스 및 산업 활성화등 신산업 창출에 기여할수 있게 됐다”고 말했다. 대우건설은 국내외 원전 건설 분야에서 선도적 입지를 구축하고 있다. 2016년 국내최초로 해외수출 1호 원자로인 ‘요르단 연구용 원자로’를 준공했다. 국내 민간기업 최초로 원자력EPC(설계,조달,시공 일괄처리)사업을 성공적으로 수행한 프로젝트로 평가받는다.이 외에도 2012년부터 국내 건설사 최초로 가동원전 설계기술(Q등급) 자격을 획득, 신규원전의 설계부터 건설, 그리고 해체까지의 시공기술능력은 물론 방사성폐기물 처리시설기술에서도 앞선 기술력을 바탕으로 국내 수주를 모두 맡아 시공하고 있다. 최근에는 차세대 원전인 SMR(소형모듈원자로) 기술개발에 지속적으로 투자해 경쟁력을 강화하고 있다. SMR이란 출력규모 300MWe 이하인 원자로로, 모듈화된 설계 및 제작으로 설계가 단순화되고 표준화가 쉬운 특성을 갖고 있어 차세대 원전으로 각광받고 있는 기술이다.대우건설은 한국전력(KEPCO) 컨소시엄의 한국형 중소형원전인 ‘SMART’(System-integrated Modular Advanced ReacTor) 표준설계인가 획득사업에 참여하여 SMR에 대한 기술력과 해당 모델을 통해 사업 진출 시 우선공급권도 확보했다. ‘SMART’를 통해 SMR 기술력을 확보한 우리나라는 이를 기반으로 한 단계 더 진화한 혁신형 SMR(i-SMR)의 기술개발에 박차를 가하고 있다. 대우건설은 한수원을 주관으로 하는 SMART Team Korea 협의체를 통해 i-SMR 기술개발사업에 참여 및 투자를 적극 추진할 계획이다. 최근 대우건설은 일부 조직개편을 통해 원자력사업단을 신설하는 등 원자력 분야에서 전문성을 더 강화하고 국내외 사업영역 확장하고 있다. 대우건설 관계자는 “원전시장의 설계부터 해체, 방사성폐기물 처리시설, 그리고 연구용 원자로와 차세대 원전인 SMR 기술력까지 토탈솔루션을 제공 기술력을 갖춘 유일한 기업으로서 지속적으로 원전기술을 강화해나갈 것”이라며, “우리 원전기술의 우수성을 세계시장에 알리고 체코 원전사업을 비롯해 해외 원전시장에 적극적으로 진출하겠다”고 말했다.",https://n.news.naver.com/mnews/article/011/0004094297?sid=101
"대우건설, 수출용신형연구로 건설사업 착공",2022-09-01 11:06:04,조선비즈,"			        대우건설은 지난달 31일 부산시 기장군에서 한국원자력연구원이 발주한 ‘수출용신형연구로 및 부대시설’ 건설공사 사업의 착공식을 개최했다고 1일 밝혔다.이날 착공식에는 이종호 과학기술부장관, 박형준 부산시장, 정동만, 김영식 국회의원 등 정부·지자체 및 국회 주요인사와 백정완 대우건설 사장을 비롯해 발주처인 박원석 한국원자력연구원장 및 관계자들이 참석했다.수출용신형연구로 조감도/대우건설 제공        이 사업은 부산광역시 기장군 장안읍의 동남권 방사선 의·과학 일반산업단지 내에 지하 4층, 지상 3층의 개방수조형 원자로와 관련 계통 및 이용설비를 건설하는 공사다. 하부구동 제어장치와 판형 핵연료 등 기술은 세계 최초로 적용될 예정이다.대우건설은 지난 4월 주간사(지분 50%)로서 현대건설(30%), GS건설(20%)과 함께 수출용신형연구로 건설공사를 수주했다. 공사 기간은 착공일로부터 60개월이다.대우건설 관계자는 “이번 수출용신형연구로 건설로 그동안 수입에만 의존해왔던 방사성동위원소의 국내 수급 안정화와 제품 수출 능력을 확보하는 것은 물론 고부가가치 의료서비스 및 산업 활성화 등 신산업 창출에도 기여할 수 있게 됐다”고 말했다.",https://n.news.naver.com/mnews/article/366/0000837988?sid=101
"GS건설, 태국서 ‘차세대 바이오에탄올’ 개발 착수",2022-09-01 11:09:02,헤럴드경제,"카사바 펄프 폐기물 재활용핀란드 St1과 MOU 체결태국 방콕에서 진행된 ‘차세대 바이오에탄올 기술 개발 협력’을 위한 양해각서(MOU)를 체결식에서 허윤홍 GS건설 신사업부문 대표(왼쪽)와 패트릭 피트카넨 St1 Renewable Energy (Thailand) Ltd 대표(가운데), 안티 아로마키 St1 공동대표(오른쪽)가 기념촬영을 하고 있다. [GS건설 제공]GS건설이 핀란드의 바이오에너지기업 St1와 손잡고 태국에서 카사바 폐기물을 이용한 차세대 바이오에탄올 개발에 나선다.GS건설은 지난달 29일 태국 방콕에서 허윤홍 GS건설 신사업부문 대표와 패트릭 피트카넨 St1 리뉴어블 에너지 Ltd 대표 등 관계자 10여명이 참석한 가운데 ‘차세대 바이오에탄올 기술 개발 협력’을 위한 양해각서(MOU)를 체결했다고 1일 밝혔다.이번 MOU를 통해 GS건설과 St1는 세계 최초로 열대식용작물인 카사바의 폐기물을 이용한 바이오에탄올 생산 프로젝트를 추진한다. 현재 카사바 가공 과정에서 발생하는 부산물인 카사바 펄프는 미활용 폐기물로 분류되는데 GS건설과 St1는 이를 재활용한다. St1 리뉴어블 에너지 Ltd는 핀란드 대표 에너지 회사인 St1 Oy의 신재생에너지 자회사로, 카사바 펄프를 원료로 바이오에탄올을 생산하는 기술을 보유하고 있다.허윤홍 대표는 “양사 간 협력은 미활용 폐기물을 이용한 차세대 바이오에탄올 생산 사업의 신호탄이 될 것으로 기대한다”며 “향후에도 친환경 디지털 기반의 신사업 기회를 발굴해 국내 대표 지속가능 경영 기업이 되기 위한 노력을 지속할 것”이라고 말했다. 　양영경 기자",https://n.news.naver.com/mnews/article/016/0002035670?sid=101
