,date,media,url,category,category_sub,title,content
0,2022-01-05T08:08:00,아이뉴스24,https://n.news.naver.com/mnews/article/031/0000646260?sid=101,경제,증권,"DL이앤씨, 4분기 편안한 실적과 밸류에이션 매력-이베스트證","목표가 19만원 이베스트투자증권은 DL이앤씨의 2021년 4분기 안정적인 실적과 건설주 내 밸류에이션 메리트를 가지고 있다며 목표주가 19만원을 유지한다고 5일 밝혔다. 이베스트투자증권에 따르면 DL이앤씨의 작년 4분기 매출액은 2조 252억원으로 전년동기대비 23.4% 감소, 컨센서스대비 8.6% 하회할 전망이다. 반면 영업이익은 2천524 억원으로 전년동기대비 20.3% 감소, 컨센서스 영업이익 2천491억원에 부합하는 호실적을 기록할 것으로 기대한다. 김세련 이베스트투자증권 연구원은 ""호실적의 주 원인은 주택부문 매출 기여 확대와 절대 마진 레벨 상승세 지속에 기인한다""며 ""4분기가 통상적으로 동종(Peer) 업체들의 해외 부문 일회성 충당금 설정이 빈번했던 만큼, 더욱 DL 이앤씨의 펀더멘탈의 견고함이 다져질 것""이라고 말했다. 이어 ""건설주의 전반적인 주가 횡보가 이어지는 가운데, 상대적으로 밸류에이션 메리트가 높은 DL 이앤씨의 주가 키맞추기 흐름이 지속할 것""이라며 ""대형 건설주 평균 주당순자산(PBR)이 0.63배이며 DL이앤씨는 0.48배""라고 설명했다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내"
1,2022-10-16T15:35:00,부산일보,https://n.news.naver.com/mnews/article/082/0001179125?sid=102,사회,사회 일반,"[포토뉴스] 삼천포역사개발(주),DL이앤씨(주),  이웃돕기 쌀 기탁   ",삼천포역사개발와 DL 이앤씨는 12일 사천시 동서금동 행정복지센터를 찾아 어려운 이웃을 위해 오는 2026년 2월까지 매달 쌀 100kg를 기탁키로 했다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내
2,2022-08-02T16:02:00,뉴시스,https://n.news.naver.com/mnews/article/003/0011341210?sid=102,사회,지역,과천지산원피에프브이(주) 과천시에 1000만 원 전달,"경기 과천시는 지식정보타운 내 지식기반산업 용지 입주 예정 기업인 과천지산원피에프브이가 최근 취약계층을 위해 써 달라며 1000만 원을 전달했다고 2일 밝혔다. 이 업체는 지난해 12월에도 같은 금액을 같은 용도로 과천시에 전달했다. 지난 1일 시장 집무실에서 열린 기부금 전달식에는 신계용 시장과 과천지산원피에프브이 참여사인 우문식 KW 홀딩스 대표와 시공사인 윤석호 DL 이앤씨 현장소장 등 관계자가 참석했다.  우 대표는 ""지역사회의 어려운 이웃과 함께 나누기 위해 십시일반 정성을 모았다""라고 했고, 신 시장은 ""모두가 어렵고 힘든 시기에 이웃사랑을 실천해주신 회사 측에 감사드리며, 꼭 필요한 곳에 쓰일 수 있도록 하겠다""고 인사했다. 한편 과천시는 이날 전달받은 기부금은 경기사회복지공동모금회를 통해 도움이 필요한 지역 내 취약계층을 위해 사용한다는 방침이다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
3,2022-04-06T15:15:00,뉴시스,https://n.news.naver.com/mnews/article/003/0011107283?sid=102,사회,지역,과천지식정보타운 공사장서 근로자 1명 사망,"기사내용 요약 CCTV 없어, 사인규명 다소 시일 걸릴 전망    경기 과천시 지식정보타운 1블록 공사 현장에서 현장 근로자 가 사고를 당해 병원으로 후송됐으나 숨졌다.  6일 과천경찰서 등에 따르면 이날 오전 5시57분께 현장 출입 차량을 안내하던 신호수 (58) 씨가 굴착기와 철골 기둥에 끼워졌다. 이에 119구조대에 의해 인근 병원으로 후송됐으나 끝내 숨졌다. 하지만 공사 현장을 비추는 폐쇄회로(CC)TV가 없고 최초 발견자의 진술에서도 굴착기와 신호수와의 충돌이 확인되지 않아 사인 규명에는 다소 시일이 걸릴 것으로 보인다. 사고 현장을 최초로 발견한 굴착기 기사 는 경찰 조사에서 ""조끼가 보여 굴착기에서 내려 확인해 보니, 사람이 쓰러져 있었다""고 진술한 것으로 알려졌다. 이에 반해 사고 현장에는 주변을 비추는 CCTV가 없는 실정이다. 이에 따라 경찰이 사고 원인을 조사 중이나, 숨진 와 굴착기의 충돌 여부가 확인되지 않고 있다. 숨진 는 시공사인 DL 이앤씨의 하청업체 소속으로 전해진다. 사고 현장에는 연면적 9만3000여 ㎡ 규모의 지식산업센터가 신축 중이다. 총공사비가 1300억여 원으로 중대 재해 처벌법 대상인 공사비 50억 원을 넘고 있어 과실이 인정되면 원청과 하청업체 모두 관련법 처벌 대상이 될 수 있다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내"
4,2022-07-20T14:41:00,한겨레,https://n.news.naver.com/mnews/article/028/0002599342?sid=101,경제,경제 일반,"DL이앤씨, 차세대 소형모듈원전 사업 진출한다","테레스트리얼 에너지와 업무협약 디엘(DL)이앤씨(옛 대림산업)가 탈탄소 에너지원으로 주목받는 소형모듈원전(SMR) 사업에 진출한다. 디엘이앤씨는 최근 캐나다 '테레스트리얼 에너지'(Terrestrial Energy)와 소형모듈원전 설계 조달 시공(EPC) 사업을 위한 업무협약(MOU)을 체결했다고 20일 밝혔다. 2012년에 설립된 테레스트리얼에너지는 차세대 소형모듈원전인 '일체형 용융염 원자로'(IMSR)를 주력 모델로 개발하고 있다. 용융염 원자로는 핵연료가 냉각재에 녹아 있는 형태의 용융염(고체 상태의 염에열을 가해 액체가 된 형태)을 연료로 활용하는 방식으로, 액체연료 원자로라고도 불린다. 일체형 용융염 원자로는 안전성이 매우 우수하며 설치되면 산업시설에 직접 열원을 공급하고 1기당 390㎿(메가와트)의 전력을 공급할 수 있다. 테레스트리얼에너지는 4세대 원자로 개발사 중 인허가 단계에서 가장 앞서가고, 정부 지원과 민간 자금 조달도 받는다고 디엘이앤씨는 소개했다. 이 회사는 최초의 상업용 일체형 용융염 원자로를 개발해 2031년 상업 운전 돌입을 목표로 하고 있다. 디엘이앤씨는 ""소형모듈원전을 미래 신성장 사업 중 하나로 육성한다는 전략""이라며 ""디엘이엔씨가 강점을 보유한 석유화학 플랜트 개발 사업과 연계해 산업용 전력과 열원을 공급할 수 있는 일체형 용융염 원자로를 개발할 것""이라고 설명했다. 또 향후 소형모듈원전 사업을 그린수소 암모니아 생산까지 연계해 탄소중립 실현을 위한 새로운 에너지 사업으로 발전시킬 수 있는 기술 개발도 모색할 계획이라고 덧붙였다.  기사 섹션 분류 안내 이 기사를 추천합니다"
5,2022-06-12T11:01:00,연합뉴스,https://n.news.naver.com/mnews/article/001/0013240621?sid=101,경제,경제 일반,"[르포] 서울∼울릉, 3년6개월 뒤엔 7시간→1시간…울릉공항 건설 순항중","국내 최대 해상 매립 공항 1.2㎞ 활주로 15분에 1대씩 항공기 이 착륙 '케이슨 공법' 첫 도입 대형 콘크리트구조물 30개 바다에 넣어 부지 다져 국토부 ""작지만 짜임새 있는 공항으로 건설"" 울릉군 ""인프라 확충 노력""     (포항 울릉 )    ""3년 6개월 뒤 울릉공항이 완공되면 서울에서 KTX와 배로 7시간을 가야 만날 수 있는 울릉도가 1시간 거리로 가까워집니다.""     2025년 준공, 2026년 1월 개항을 목표로 건설되고 있는 울릉공항이 본격적인 터 다지기 작업에 들어간 가운데 공항 조성을 위한 공사가 순조롭게 진행되고 있다.     울릉공항 건설은 울릉도 주민들의 숙원 사업이자 정부가 연륙교가 없는 도서 지역의 교통편의 등을 위해 추진하는 7개의 소형공항 프로젝트 가운데 가장 속도가 빠른 사업이다.     국단은 지난 8∼10일 울릉공항이 들어서는 울릉도 사동항 일대와 공항 부지 조성을 위해 바다에 놓는 대형 콘크리트 구조물(케이슨)을 제작하는 경북 포항시 영일만항 현장을 방문해 공사 진척 상황을 살펴봤다.  '멀고도 험한' 울릉도 가는 길 서울서 KTX 2시간30분 + 여객선 4시간     울릉도에 입도하려면 대부분은 강릉항이나 묵호항, 후포항, 포항항 등에서 여객선을 타고 3∼4시간을 뱃길로 가야 한다.     서울에서 출발하는 경우라면 그 전에 이미 각 항구까지 KTX를 이용해 2시간 안팎을 이동했어야 한다.     기자단은 서울역에서 KTX를 타고 2시간 33분을 달려 포항항에 도착한 뒤 버스로 포항여객선터미널로 이동해 쾌속선 '썬라이즈호'에 올랐다.     포항항에서 울릉도 도동항에 입항하기까지 4시간 조금 넘게 걸린 뱃길은 생각보다 험했다. 배를 탄 날은 파고가 그리 높지 않은 편이었음에도 4시간 중 1∼2시간은 배가 롤러코스터를 타듯 위아래로 크게 출렁여 배 안에는 멀미하며 속이 좋지 않다고 말하는 사람들이 적지 않았다.     다음날 다시 이 배를 타고 뱃길로 4시간을 또 가야 한다고 생각하니 울릉도 출장이 그리 만만하진 않을 것이라던 주변의 말이 떠올랐다.     서울에서만 약 7시간이 걸리는 멀고 험한 길이지만, 울릉도를 찾는 관광객은 매년 40만명에 달한다.     신종 코로나바이러스 감염증(코로나19) 사태로 모두가 외출을 꺼리던 지난해에도 30만5천959명이 울릉도를 찾았다.     도동항에서 만난 한 단이 울릉공항 취재를 위해 방문했다는 소식을 듣고는 ""울릉도가 좋아 세 번째 방문하는 건데 힘든 뱃길이 아니라 하늘길이 열리면 더 편안하고 빨리 올 수 있을 것 같다""며 ""언제 공항이 생기느냐""고 묻기도 했다.  2026년 개항하면 15분에 한대씩 항공기 뜨고 내려 ""하루 2천명 이용""     울릉공항은 2013년 예비타당성조사를 통과하면서 본격적으로 추진되기 시작했다.     2015년 기본계획 고시와 2017년 기본설계에 이어 2019년 12월 시공사 선정(DL 이앤씨 컨소시엄)을 마치고 2020년 11월 공사에 착수했다.     국토부는 지난달 현재 울릉공항 건설공사의 공정률이 20%를 넘었으며 연말까지 32%를 달성하는 것을 목표로 공사를 진행하고 있다고 밝혔다.     울릉공항은 울릉도 남쪽에 있는 사동항 일원에 50인승 소형 항공기가 취항할 수 있는 소형공항으로 계획됐다. 계류장에는 여객기 6대와 경비행기 4대, 헬기 2대 등을 수용할 수 있다.     활주로에는 15분에 1대씩 항공기가 뜨고 내리도록 해 1시간에 8대씩, 매일 약 2천여명이 공항을 이용할 수 있도록 운용할 계획이다.     특히 육지와 이어지는 바다를 메워 짓는 공항으로, 국내 최대 규모의 해상매립 공항으로 건설되는 중이다     정부는 2025년 3분기까지 총사업비 7천92억원을 투입해 1.2km급 활주로와 계류장, 여객터미널, 부대시설 등을 완성하고 그해 4분기 시험 운영을 거쳐 2026년 정식 개항한다는 시간표를 제시했다.     활주로와 계류장 운영은 국토부(부산지방항공청)가, 여객터미널 등 부대시설은 한국공항공사가 맡는다.     국토부는 울릉공항이 개항하면 기존 서울∼울릉 간 소요 시간이 1시간 안팎으로 크게 단축돼 울릉 주민의 교통 복지가 크게 향상되고 울릉도를 찾는 관광객이 연간 30만∼40만명대에서 100만 이상으로 증가할 것으로 예상한다.  국내 최대 해상매립 공항 '케이슨 공법' 첫 도입     울릉도에는 긴 활주로가 필요한 공항이 들어설 만한 평지가 없다.      이 때문에 울릉공항은 육지와 연결된 해안의 바다를 매립해 공항 부지를 다지고 그 위에 활주로를 짓는 방식으로 설계됐다.     해안에 공항 부지를 마련하기 위해 울릉공항 건설에는 국내 최초로 '케이슨 공법'이 도입된다.     케이슨은 10∼12층 높이의 아파트 3개 동을 합친 규모의 콘크리트 구조물이다. 사동항 방파제 바깥쪽 해상에 케이슨 30개를 일렬로 바다에 넣어 방파제처럼 만들고 그 안쪽을 토사로 채워 공항 부지를 마련할 예정이다. 해상매립에 필요한 토사(915만㎡)는 공사 현장과 맞닿은 해발 198ｍ 높이의 가두봉을 30개월 동안 절취해 확보한다.     바다에 설치된 케이슨은 대부분 바다에 잠기지만, 4ｍ 정도의 높이는 수면 위에 노출된다.     수면 위에 노출된 4ｍ의 케이슨 위에 다시 약 20ｍ의 토사를 다져 수면에서 23∼24ｍ 높이의 공항 터를 만드는 것이 가장 중요한 공정 중 하나다.     일단 23∼24ｍ 높이의 터가 넓게 다져지면 이곳에는 1천200ｍ 규모의 활주로와 계류장, 여객터미널, 주차장 등의 건설이 시작된다.     최종화 부산항공청 공항시설국장은 ""2020년 전국에 큰 피해를 입힌 태풍 마이삭 때 최대 파고가 16ｍ였다""며 ""공항 부지는 200년 만에 한 번 오는 큰 파도에도 견딜 수 있는 수준으로 설계됐다""고 설명했다.  공항부지 다지는 '케이슨' 제작 안전한 설치가 '핵심'     울릉공항에 쓰일 케이슨은 현재 포항 영일만항에 있는 DL 이앤씨 케이슨 제작장에서 만들어지고 있다.     가장 먼저 제작된 케이슨은 이미 사동항 앞바다에 지난달 19일 도착해 제자리를 찾았고, 2번 3번 케이슨은 영일만항 앞에 거치돼 울릉도로 갈 채비를 마쳤다. 4번 케이슨은 제작장에서 제작을 마쳤고, 현재 현장에서는 5번 6번 7번 케이슨 제작 작업이 한창 진행 중이다.     DL 이앤씨 케이슨 제작장의 지석용 부소장은 ""울릉공항 건설에 필요한 30개 케이슨 가운데 연말까지 15개의 제작을 완료하고, 11개를 현장에 설치하는 것을 목표로 작업을 진행하고 있다""고 말했다.     울릉공항이 들어서게 될 바다는 평균수심이 23ｍ최대 수심은 31ｍ에 달한다.     이 때문에 케이슨의 크기도 놓일 자리의 수심에 맞게 높이 18ｍ(1개), 20.5ｍ(8개), 24ｍ(11개), 27.5ｍ(6개) 등으로 7개 타입으로 제작된다. 27.5ｍ짜리 케이슨(1만6천375t급)은 국내에서 제작된 케이슨 가운데 가장 큰 것이다.     케이슨은 공항의 지반 역할을 하기 때문에 안전성을 확보하는 것이 무엇보다 중요하다.     이수형 DL 이앤씨 울릉공항 현장소장은 ""케이슨이 놓일 자리는 잠수부들이 직접 바닷속으로 들어가 바닥을 평평하게 고르고, 안정성이 확인된 뒤에 견고하게 놓는다""며 ""케이슨은 자체 하중만으로도 수중에서 안정적으로 고정되기 때문에 다른 추가 조치는 필요하지 않다""고 설명했다.     포항에서 울릉까지 케이슨을 옮기기도 쉽지 않은 일이다.     약 120㎞ 거리를 1만∼1만6천400t(톤) 무게의 케이슨을 바다에 띄워 예인선으로 끌고 가야 하는데 안전한 운반을 위해서는 시속 5∼6㎞ 속도로 끌면서 약 52시간을 가야 현장에 도달한다.     현장 관계자는 ""케이슨을 울릉공항 현장까지 옮기려면 5일 연속으로 파고가 1.5ｍ 이하인 기상이 양호한 날이 확보돼야 해 4월부터 10월까지 7개월 동안만 이동 작업이 가능하다""고 말했다.  거두봉 절개 위한 우회도로 개통 '눈앞' 울릉군 ""인프라 확충 계획""     울릉공항 현장에서는 이미 지난달 도착해 자리를 잡은 1번 케이슨을 육안으로 확인할 수 있었다.     높이 18ｍ인 1번 케이슨은 수심이 14ｍ인 곳에 놓여 물 위로 4ｍ 정도가 노출돼 있었다.     1번 케이슨 왼쪽으로 29개의 케이슨을 더 놓는 작업을 하면서 케이슨과 사동항 방파제 사이에 있는 바다 공간을 거두봉을 절취한 토사로 매립해 공항부지를 다진다.     이수형 현장소장은 ""거두봉을 절취해 얻을 수 있는 토사량이 공항 부지를 위한 바다 매립에 필요한 토사량과 같아 외부에서 추가로 토사를 반입하지 않아도 공항 부지 마련이 가능하다""며 ""이달 거두봉 절취 작업을 위한 우회도로인 '사동터널'이 개통되면 관련 공사에 속도가 날 것으로 보인다""고 말했다. 공항의 윤곽이 드러나면서 주민들의 기대도 커지고 있다.     김규율 울릉군 부군수는 ""울릉공항은 군민의 숙원 사업이다. 공항이 문을 열면 울릉 주민들의 교통편의가 크게 개선될 것으로 기대한다""고 반겼다.     김 부군수는 이어 ""공항이 생기면 울릉도를 찾는 관광객도 크게 늘어날 것으로 예상돼 정부와 함께 도로 및 숙박 편의시설 등 인프라 확충에 적극 나설 계획""이라고 말했다.     주종완 국토부 공항정책관(국장)은 ""울릉공항은 정부가 추진 중인 7개의 신공항 가운데 최초로 착공해 현재 공사가 진행 중인 사업이자 그간 인천공항까지 15개의 공항을 국내에 건설하는 과정에서 쌓은 노하우와 아쉬움 들을 집약해 짓는 공항""이라며 ""작지만 편리하고 짜임새 있는 공항으로 건설하고 있다""고 말했다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
6,2022-01-27T22:23:00,YTN,https://n.news.naver.com/mnews/article/052/0001695203?sid=101,경제,경제 일반,중대재해처벌법 첫날 '일단 멈춤'...건설현장은 휴무,"중대재해처벌법 시행 첫날, 대형 건설사들은 현장 작업을 일시 중단한 채 일찌감치 설 휴무에 들어갔습니다. 그나마 대기업들은 여유가 있지만, 중소기업들은 대비할 수 있는 여력 자체가 없다며 전전긍긍하고 있습니다. 의 보도입니다.  서울 둔촌동에 있는 전국 최대규모 재건축 공사 현장입니다. 하늘 위로 우뚝 솟아있는 대형 크레인 수십 개가 덩그러니 서 있습니다. 드넓은 공사현장에서 작업자는 보이질 않습니다. 모든 게 멈춰선 공사현장, 중대재해처벌법 시행 첫날 모습입니다. 업종 가운데에서도 유독 산재가 잦은 곳이 건설업계인데요. 보시는 것처럼 필수 인력을 제외하고는 현장 노동자 대부분 출근하지 않았습니다. 이곳뿐만 아니라 전국 주요 건설 현장은 공교롭게도 시행 첫날 대부분 작업을 멈췄습니다. 현대건설은 협력사도 참여하는 안전 환경 관련 교육 시간으로 작업을 대체했습니다. 대우건설과 DL 이앤씨 등 상당수 업체는 일찌감치 설 연휴에 들어갔습니다.  기업들이 가장 걱정하는 건 중대재해처벌법의 1호 처벌 대상이 되는 겁니다. 사고 예방을 위해 안전보건책임자인 'CSO' 직책을 신설하고, 관련 예산과 인력을 대폭 확대했습니다. 또, 중대재해를 성과 평가의 중요 지표로 포함한 곳도 있습니다. 문제는 경영 환경이 열악한 중소기업입니다.  50인 미만 5인 이상 사업장의 경우 앞으로 2년 동안 법 적용이 한시적으로 유예되지만, 시간만 벌었을 뿐 어차피 대응 능력 부족은 마찬가지라는 겁니다. 특히, 중소기업 특성상 경영진이 구속되면 문을 닫을 수밖에 없다고 하소연했습니다.  광범위하고 모호한 규정이 많아 미완의 시작이라고도 불리는 중대재해처벌법. 예정대로 시행에 들어가면서 기업들의 고민은 갈수록 커지고 있습니다.    '당신의 제보가 뉴스가 됩니다'   검색해 채널 추가         기사를 더 보고 싶다면?          기사 섹션 분류 안내"
7,2022-01-24T17:28:00,KBS,https://n.news.naver.com/mnews/article/056/0011200759?sid=101,경제,경제 일반,"DL이앤씨 “성수동 건물, 재현실험서 안전 문제 없는 것으로”","서울 성동구에 있는 주상복합건물에서 진동이 발생한 것과 관련해 시공사인 DL이앤씨 측이 실험 결과 안전에 문제가 없다는 결론을 내렸습니다. DL이앤씨는 오늘(24일) 오후 보도자료를 통해 ""원인을 밝혀내기 위해 주요 층별로 정밀계측기를 설치하고 어제(23일)까지 재현실험을 실시했다""며 이같이 밝혔습니다. 회사 측은 지난 21일 긴급 안전진단을 통해 건물 안전에 이상이 없다고 밝힌 뒤, 추가로 대한건축학회와 구조 전문가 등의 도움을 받아 다수의 사람들이 일정한 리듬에 따라 진동을 발생시키고 주요 층마다 계측값을 확보하는 방식으로 실험을 진행했습니다. 이상현 단국대 교수는 ""입수한 동영상에 나타난 모니터의 흔들림 정도와 주말 사이에 진행한 재현실험 결과를 종합적으로 검토하면 이번 진동소동에서 발생한 충격은 3~7gal(진동크기의 단위) 수준으로 보인다""고 밝혔습니다.  이어 ""이 건물은 최대 400gal 수준의 충격도 견딜 수 있는 구조 안전성을 확보하고 있기 때문에 안전에는 이상이 없다""고 설명했습니다. 지난 20일 발생 진동보다 약 60배 이상 강한 진동이 발생해도 건물이 안전하다는 의미라고 DL 이앤씨 측은 설명했습니다. 진동 발생 원인에 대해선 일종의 '공진현상'에 따른 미세진동으로 바닥판 떨림 현상이 나타났다고 전했습니다. 유은종 한양대 교수는 ""설계와 시공 과정에서의 문제점은 찾아 볼 수 없었다""며 ""건물의 여러 층에서 발생한 복합적 충격이나 건물 내부에 있는 사람들의 반복적인 동작으로 바닥판이 미세하게 떨리는 현상이 발생한 것""이라고 진단했습니다. DL이앤씨 측은 일부에서 제기된 유리창 깨짐이나 누수 등의 단순 파손은 이번 진동과는 관계없이 입주 후 사용과정에서 나타난 문제라고 덧붙였습니다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내"
8,2022-11-30T11:16:00,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002072089?sid=101,경제,부동산,[주택도시개발 대상 - DL이앤씨 ‘e편한세상 주촌 더 프리미어’] 全가구가 중대형 평형...각종 개발 호재 중심지 부상,"DL 이앤씨가 경남 김해 주촌면 선지리 일대에 공급하는 'e편한세상 주촌 더 프리미어(투시도)'가 의 '살고 싶은 집 2022'에서 주택도시개발사업 대상에 선정됐다. e편한세상 주촌 더 프리미어는 지하 2층지상 29층, 9개동 992가구 규모로 조성된다. 단지는 전용면적 84㎡부터 115㎡로 구성됐는데, 84㎡A 442가구, 84㎡B 155가구, 99㎡A 147가구, 99㎡B 28가구, 115㎡A 219가구, 115㎡B 1가구가 공급될 예정이다. 모든 가구가 희소성이 높은 중대형 평형으로 구성된 것이 특징이다. e편한세상 주촌 더프리미어가 들어서는 주촌면 선지리 일대는 다양한 개발호재들이 계획돼 있어 미래가치가 높다. 김해시가 발표한 '2035 김해도시기본계획' 자료에 따르면, 단지와 바로 인접한 주촌선천지구는 장유, 진영을 잇는 도시개발의 주축으로 포함돼 향후 일대를 대표할 중심지로 주목을 받고 있다. 김해시 개발계획에 따라 10년후 인구 변화, 주택수요 변화를 예측해 단지 조성 계획을 마련한 곳이 'e편한세상 주촌 더프리미어'다. e편한세상 주촌 더프리미어는 'e편한세상' 브랜드 파워에 걸맞은 상품성도 자랑한다. 먼저 e편한세상 주촌 더프리미어의 평면은 전세대가 맞통풍이 가능하고 선호도가 높은 4베이 판상형으로 설계돼 채광과 환기에 용이하다. 특히 e편한세상의 역량이 집중된 라이프스타일 맞춤 평면 플랫폼인 'C2 하우스'가 적용되는 것이 특징이다. 이를 통해 구조 변경이 자유롭고 수납이 극대화되는 공간을 선보일 예정이다. 더불어 대형 현관팬트리, 확장형 안방, 원스탑 세탁존(보조주방) 등 넉넉한 수납공간도 제공한다. 여기에 DL이앤씨의 특화 상품인 '디 사일런트 후드(D Silent Hood)'가 e편한세상 아파트 최초로 도입된다. 이는 저소음 모터를 적용해 소음은 줄이고 조리 시 발생하는 유해물질을 빠르게 제거하는 환기연동 저소음 렌지 후드다. 이 외에도 스마트 공기 제어 시스템을 비롯해 에어커튼, 미세먼지 저감 식재 등으로 구성된 '스마트 클린 케어 솔루션'도 도입돼 입주민들은 세대 내에서도 쾌적한 생활이 가능할 전망이다.    기사를 더 보고 싶다면?          기사 섹션 분류 안내"
9,2022-09-07T08:24:00,이데일리,https://n.news.naver.com/mnews/article/018/0005312190?sid=101,경제,증권,"DL이앤씨, 석유화학 발주 증가 기대…주택 마진 개선 4분기부터-하이","하이투자증권은 7일 DL이앤씨에 대해 보수적인 해외 수주 전략에서 석유화학 발주 사이클에 맞춰 공격적인 수주 전략을 전개할 가능성이 있다고 판단했다. 투자의견은 매수, 목표주가는 기존 6만3000원을 유지했다. DL이앤씨(375500)의 6일 종가는 4만2350원이다. 배세호 하이투자증권 연구원은 ""중동의 석유화학 투자가 향후 빠르게 늘어날 것으로 보이는 가운데 DL이앤씨는 다수의 트랙 레코드를 보유하고 있는 석유화학 부문 강자""라며 이같이 말했다. DL이앤씨는 2분기 누적 기준 별도 수주는 연간 계획 10조4000억원 대비 29%를 달성했다. 플랜트 부문 가이던스 대비 잔여 수주 2조2000억원의 경우 카타르 라스라판 7000억원 등 4 건에서 2조5000억원의 파이프라인이 남아있어 서프라이즈 달성 가능성도 존재한다는 게 배 연구원의 설명이다.  그는 ""이중 미국 USGC(6000억원), LG화학 ABS(4400억원)은 수주가 확정된 것으로 파악된다""고 전했다. 3분기 실적은 매출액과 영업이익이 각각 2조원, 1575억원에 이를 것으로 추정했다. 매출액은 지난해 같은 기간보다 3% 증가하지만, 영업이익은 39.2% 감소한 규모다.  그는 ""자재 가격 인상 등에 따른 주택 마진 하락을 주택 영위 타 대형 건설사 대비 1분기부터 빠르게 반영한 것으로 파악되며, 주택 마진의 개선은 4분기부터 뚜렷하게 나타날 것으로 보인다""고 분석했다. 자회사 DL 건설 역시 정비사업 기성 증가에 따라 전분기 대비 영업이익 개선 흐름을 보일 것으로 판단했다. 배 연구원은 DL이앤씨의 2022년 기준 주가순자산비율(PBR)은 0.36 배로 주택 영위 대형 건설사 PBR 평균 0.57배 대비 38%의 할인율을 보이고 있다고 설명했다. 그는 ""2022년 초의 22% 수준 대비 16%포인트(p) 이상 상승한 것""이라며 ""밸류에이션 갭(Valuation gap)은 연말로 갈수록 빠르게 줄어들 것""이라고 주장했다. 그는 밸류에이션 격차가 감소할 것으로 보는 이유에 대해 ""DL 이앤씨는 주택 원가율 상승 반영 마무리로 4분기부터는 경상적인 수준의 주택 부문 마진을 기록할 것으로 보이는데, 이는 주택 영위 타 건설사 대비 1 분기 정도 빠른 것""이라고 설명했다. 이어 ""DL이앤씨의 해외 수주 모멘텀은 2023 년에 더욱 상승할 것으로 보이며 이란 핵합의 결과에 따라 추가 모멘텀을 받을 여지가 남아있다""고 덧붙였다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
