,date,media,url,category,category_sub,title,content
0,2022-09-22T15:09:00,SBS Biz,https://n.news.naver.com/mnews/article/374/0000303686?sid=101,경제,경제 일반,"중흥그룹, 지주사 전환 추진…장남 정원주 부회장 지배력 강화","대우건설을 인수한 중흥건설그룹이 지주회사 전환을 추진합니다. 대우건설 인수 주체인 중흥토건이 사업지주사가 될 예정이며 이 경우 정원주 중흥그룹 부회장의 지배력이 한층 강화됩니다. 22일 업계에 따르면 최근 중흥그룹 계열사들은 지분 교환을 통해 자회사 편입 작업을 진행했습니다.  이를 통해 중흥그룹 계열사 중봉건설이 세종이엔지를 자회사로 편입했고, 중흥에스클래스도 중흥산업개발을 자회사로 편입했습니다. 각각 100% 자회사가 되는 구조입니다.  이는 중흥그룹의 지배구조를 개편하는 작업의 일환인데, 현재 중흥토건을 중심으로 지주사 체제 전환을 추진 중입니다.  중흥토건을 사업지주사로 정한 이유는 대우건설의 인수 주체이기 때문입니다. 중흥토건이 대우건설 지분의 40.60%를, 중흥건설이 10.15%를 인수하면서 대우그룹에 대한 중흥토건과 중흥건설의 지분율은 8 2 수준입니다.  이에 따라 정창선 중흥그룹 회장의 장남인 정원주 부회장의 그룹 지배력이 한층 더 강화될 것으로 보입니다. 정 부회장이 중흥토건에 대한 지분 100%를 갖고있기 때문에 중흥토건을 중심으로 한 수직계열화가 완성되기 때문입니다. 향후 정 부회장이 그룹을 승계할 것이라는 관측이 나오는 것도 이 때문입니다. 한편 정 회장은 중흥건설에 대한 지분 76.7%를 갖고 있습니다. 지배구조 개편 작업은 내년 4월을 목표로 진행되고 있습니다. 올해 중흥그룹은 자산 10조 이상의 상호출자제한기업집단으로 지정됐는데, 공정거래위원회는 지난 8일 중흥그룹 내 중흥주택과 중흥건설산업이 상호출자 관계에 있다며 이를 해소해야 한다고 지적했습니다. 이에 대한 법정 해소 기간은 내년 4월까지입니다.  기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
1,2022-03-01T06:15:00,머니S,https://n.news.naver.com/mnews/article/417/0000789937?sid=101,경제,부동산,아버지 꿈을 향한 정원주의 발걸음 “다 왔다”,"더 이상 악연은 없다  날개 펴는 대우건설 (2)   중흥, 글로벌 시장으로 보폭 넓히나 호남에 기반을 둔 중견기업 '중흥'이 한때 현대건설과 함께 국내 건설업계의 한 획을 그었던 대우건설을 최종 인수한다. 1973년 당시 영진토건을 인수해 고작 12명으로 대우건설 간판을 단지 50년 만이다. 대우건설의 새 주인 찾기는 결코 쉽지 않은 여정이었다. 공정거래위원회는 지난 2월24일 중흥그룹과 대우건설의 기업결합 심사를 완료하고 최종 승인을 확정했다. 2월 말 주주총회를 거쳐 대우건설은 중흥 소속이 됐다. 대우건설이 그룹 해체에 이어 금호와의 악연을 떨치고 전 세계를 다시 호령할 준비를 하고 있다.    기사 게재 순서 (1) 임원 절반 물갈이 됐지만  연봉 톱3 '노사 합의' 파격적 행보 (2) 아버지 꿈을 향한 정원주의 발걸음 ""다 왔다"" (3) 12년 만에 만난 새 주인  잊고 싶은 '금호와의 악몽' 떨칠까   ""뒤에서 도왔을 뿐이다."" 지난해 12월 9일 대우건설 본계약 체결식에서 정원주 중흥그룹 부회장(54)은 소감을 묻는 질문에 이처럼 답했다. 사실 정 부회장은 부친인 창업주 정창선 중흥그룹 회장(80)을 대신해 대우건설 인수 합병(M A)을 진두지휘했다. 기업실사에 직접 참여했고 자신이 유일한 주주로 있는 중흥토건에 인수자금을 마련했다. 언론을 비롯한 각종 대응에도 직접 나섰다. 업계에선 M A 완료 후 정 부회장으로 경영권 승계 작업이 본격화될 것으로 보고 있다.   대기업 꿈꿨던 19세의 목수, 이제는 '글로벌 기업' 향해 간다   정창선 회장은 2020년 1월 광주상공회의소에서 ""3년 내 대기업을 인수해 재계 서열 20위 안에 진입하겠다""고 포부를 밝혔다. 그로부터 2년 뒤 중흥그룹은 대우건설 인수에 성공했다. 호남 기반의 '지역구' 건설업체인 중흥이 '전국구'로 거듭나게 된 것이다. 시공능력평가액(2021년 이하 시평액)을 기준으로 할 때 단숨에 2위로 올라서게 됐다.  중흥토건(17위 2조585억원) 중흥건설(40위 1조1302억원) 대우건설(5위 8조7290억원)의 시평액을 합치면 11조9177억원에 달한다. 삼성물산(22조5640억원)보다는 낮지만 현재 2위인 현대건설(11조3770억원)에 앞선다. 물론 시평액 산정방식은 이 같은 단순 합산이 아니기 때문에 합병을 하더라도 실제 순위는 다를 수 있다. 시평액은 공사실적평가액, 경영평가액, 기술능력평가액, 신인도평가액 등으로 구성된다. 정 회장은 19살 때부터 공사 현장에서 목수로 일했다. 그는 1983년 금남주택을 세웠고 1989년 중흥으로 사명을 바꿨다. 이후 1993년 중흥종합건설, 2000년 중흥건설산업 등을 설립하며 계열사를 늘려왔다. 2000년대에는 '중흥S클래스' 브랜드를 선보이며 서울 도봉구, 광주광역시 북구, 대전광역시 서구 등을 비롯해 사업영역을 전국구로 넓혀 나갔다. 이번 대우건설 인수를 통해 중흥그룹은 전국구 건설업체로서의 입지를 다질 수 있게 됐다. 정 회장은 더 큰 꿈을 꾸고 있다. 그는 지난해 12월 9일 주식매매계약(SPA) 체결식에서 ""해외 역량이 뛰어난 대우건설 인수는 중흥그룹 '제2의 창업'과도 같다""며 ""어떠한 외적 환경의 변화나 어려움에도 흔들리지 않는 세계 초일류 건설그룹을 만드는 데 모든 역량을 쏟아 붓겠다""고 약속했다. 지역구에서 전국구, 이제는 글로벌 시장으로 보폭을 넓히겠다는 포부다.   2세 경영권 승계 임박한 '중흥'   정 회장의 장남인 정원주 부회장은 부친으로부터 건설현장에서 실무를 익혔고 2020년 그룹 부회장 자리에 올랐다. 업계에선 정 부회장이 그룹의 핵심인 중흥토건의 지분 100%를 보유하고 있어 M A가 마무리되면 2세 경영이 본격화할 것으로 보고 있다.  지난해 12월 9일 중흥그룹은 KDB인베스트먼트와 대우건설 지분 인수를 위한 주식매매계약(SPA)을 체결했다. 대우건설 지분 50.75%(약 2조1000억원) 가운데 중흥토건이 40.60%중흥건설이 10.15%를 각각 가져가는 방식이다. 대우건설 인수자금 마련 기여도를 고려하면 정 부회장의 경영권 승계에 힘이 실릴 전망이다. 현재까지 중흥그룹은 중흥건설 지분을 정 부회장에게 넘기는 게 아니라 중흥토건을 설립해 정 부회장이 지분 100%를 갖도록 하는 경영권 승계 작업을 진행해 왔다. 중흥건설은 중흥토건의 자금조달 부담을 덜어주고 자회사들은 중흥토건에 시공을 몰아줬다. 그 결과 중흥토건은 매출 규모, 영업이익, 현금성 자산 등에 있어 부친 회사인 중흥건설보다 앞서 있다. 2021년 중흥토건은 연결 기준 매출액 1조6533억원, 영업이익 2526억원을 각각 기록했다. 같은 기간 중흥건설의 매출액은 5309억원, 영업이익은 819억원이었다. M A 이후 정 부회장이 중흥건설 지분까지 인수하면 중흥토건을 비롯해 중흥건설, 대우건설 등에 대한 지배력이 한층 강화될 전망이다. 다만 이 경우 증여세 문제가 발생할 수 있다. 76.74%에 달하는 중흥건설 지분 증여세는 상당할 것으로 예상된다. 일각에선 중흥건설과 중흥토건의 합병 가능성도 제기한다. 이에 대해 중흥그룹 관계자는 ""정 회장이 현역에서 왕성하게 활동 중이어서 경영권 승계를 논하는 것은 아직 이르다""고 말을 아꼈다.   대우건설 인수 마무리 단계   중흥그룹 인수단과 대우건설 노조는 지난 2월 7일 최종 인수조건에 합의했다. 양측은 중흥그룹이 인수 종료 후 3년간 사업부 분할 매각이나 법인분할을 하지 않고 대표이사도 내부 임원 중에서 뽑기로 합의했다. 최소 5년간 인위적인 구조조정도 하지 않기로 했다. 상장기업인 대우건설이 그룹 내 편입됨에 따라 비상장기업인 중흥건설의 어깨도 무거워졌다. 그동안 중흥그룹은 계열사들의 정보를 제한적으로 공개해왔다. 하지만 이번 인수를 계기로 그룹 계열사 간 내부거래 정보와 지분구조, ESG(환경 사회 지배구조) 경영 실행방안 등이 대우건설을 통해 공개돼 투자자들의 감시가 강화될 수 있다. 기사 섹션 분류 안내"
2,2022-06-14T16:38:00,머니투데이,https://n.news.naver.com/mnews/article/008/0004758364?sid=101,경제,부동산,"중흥건설그룹 중흥토건, 경기·부산 소규모정비사업 연달아 수주","중흥건설그룹의 중흥토건이 경기 부천, 부산 연산강변 가로주택정비사업 등 소규모 정비사업을 연달아 수주했다. 중흥토건은 지난 3월부터 5월까지 경기 부천시 괴안동 125번지 일대, 부산 연산강변1 가로주택정비사업과 부산 진구 개금동 신양아파트 소규모 주택재건축정비사업의 시공사로 선정됐다고 14일 밝혔다. 부천 괴안동 가로주택사업은 총 182가구의 아파트를 조성하는 사업으로 도급액은 약 426억원이다. 부산 연산강변1 가로주택사업은 총 238가구의 아파트를 건설하는 내용으로, 공사비 규모는 602억원이다. 부산 신양아파트 소규모 재건축은 267가구 규모로 공사비는 약 670억원이다.  이와 함께 중흥토건은 오는 18일 강원 원주시 원동 274 40번지 일대 원동 다박골 주택 재개발 정비사업과 다음달 2일 경기 부천시 괴안동 현대7차아파트 한보빌라 가로주택사업 시공사 선정 총회를 앞두고 있다. 원주 원동 다박골 재개발은 총 1527가구 규모로 중흥토건과 대우건설이 컨소시엄을 꾸려 참여한다. 135가구 규모의 부천 현대7차아파트 한보빌라 가로주택은 기존 부천시 괴안동 125번지 가로주택사업(182가구)과 함께 총 317가구 규모의 통합단지로 개발될 예정이다. 중흥토건 관계자는 ""수도권을 비롯해 전국 각지에서 도시정비 사업 수주에 역량을 집중하며 릴레이 수주를 이어가고 있다""며 ""시공사 선정 총회를 앞두고 있는 정비사업의 경우 수의계약 방식으로 조합원 찬반 투표가 진행될 예정이어서 무난히 수주할 것으로 예상된다""고 말했다. 한편 중흥토건은 지난해 하반기  서울 노원구 월계동 재건축  의정부 가능동 일대 가로주택사업  구미시 송정동 벨라아파트 재건축  인천 계양구 효성동 상록삼익세림 재건축  부천시 원종동 가로주택정비사업  부천시 오정동 가로주택사업 시공권을 수주했다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
3,2022-09-07T08:43:00,뉴시스,https://n.news.naver.com/mnews/article/003/0011407937?sid=101,경제,중기/벤처,"동반위·중흥토건, 협력사 ESG 지원…상생협력기금 1억원","기사내용 요약 협력사 ESG지원사업 협약체결 교육 역량진단, 컨설팅 등 제공     동반성장위원회(동반위)와 중흥토건이 협력사 ESG(환경 사회 지배구조) 지원 사업에 나선다. 동반위는 7일 중흥토건과 '2022년도 협력사 ESG 지원사업 협약'을 체결했다. 중흥토건은 협력 중소기업의 ESG 대응 역량을 제고하기 위해 상생협력기금을 총 1억원 출연한다. 동반위는 업종 기업별 맞춤형 ESG 평가지표 개발, ESG 교육 역량 진단, 현장실사(컨설팅), 평가 등을 종합적으로 지원한다. 동반위는 K ESG 가이드라인, 중대재해처벌법 등 최신 ESG 경향을 반영해 개정한 '동반위 중소기업 ESG 표준 가이드라인'을 올해 사업부터 적용한다. ESG 평가지표 준수율이 우수한 협력 중소기업은 동반위 명의의 'ESG 우수 중소기업 확인서'를 발급받는다.  확인서를 발급받은 협력 중소기업은  금리우대(신한 기업 경남 국민은행)  수출지원 서비스(코트라)  환경 에너지 기술지원(한국에너지기술연구원) 인센티브가 제공된다. 중흥토건의 상생협력기금 지원, 협력사 정기 평가 시 가점 등의 인센티브도 제공될 예정이다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
4,2022-01-05T10:03:00,시사저널,https://n.news.naver.com/mnews/article/586/0000033181?sid=101,경제,경제 일반,초고속 성장 이면에  아른대는  '편법 승계' 그림자,"중흥 호반 SM그룹 2세 내부거래 논란 여전 국세청과 공정위 등도 예의 주시 정창선 중흥그룹 회장과 김상열 호반그룹 회장, 우오현 SM그룹 회장은 맨땅에서 시작해 대기업으로 회사를 성장시킨 공통점을 지니고 있다. 성장 스토리는 조금씩 다르지만, 경영능력만큼은 타의 추종을 불허한다는 것이 재계의 공통된 평가다. 하지만 2세로 넘어가면 얘기가 달라진다. 창업주들의 나이가 60~80대로 이미 경영권 승계가 사실상 마무리됐거나 진행 중이다. 이 과정에서 일감 몰아주기나 2세 편법 승계 논란이 지속적으로 제기되고 있다. 경제 검찰인 공정위나 국세청의 조사도 여러 차례 받았다. 향후 2세들이 경영권을 거머쥘 경우 '경영능력 논란'이 일 수 있다는 점에서 재계가 주목하고 있다. 2세 승계 때 '경영능력 논란' 불가피 중흥그룹이 대표적이다. 공정위 기업집단포털에 따르면 2021년 5월 기준으로 중흥그룹의 자산은 9조2070억원, 재계 순위는 47위를 기록했다. 지난 12월 중흥그룹은 대우건설을 품에 안았다. 지난해 대우건설 자산이 9조8470억원(재계 42위)임을 감안할 때 두 회사가 합쳐지면 중흥건설그룹은 자산 19조540억원, 재계 순위 21위의 초거대 회사로 다시 한번 변신하게 된다. 주목되는 사실은 대우건설의 인수 주체가 그룹의 모태 격인 중흥건설이 아니라 중흥토건이라는 점이다. 중흥토건은 현재 정창선 회장의 장남인 정원주 부회장이 지분 100%를 보유하고 있다. 2020년 말 기준으로 매출은 1조6533억원, 영업이익은 2526억원을 기록했다. 중흥토건이 대우건설 인수에 성공할 경우 정 부회장은 사실상 아버지를 제치고 그룹을 장악하게 되는 것이다. 문제는 2011년까지만 해도 이 회사 매출이 1000억원을 넘지 않았다는 점이다. 그룹 차원의 일감 몰아주기와 지급 보증을 통해 매출이 10년여 만에 2042%나 증가했다. 영업이익은 30억원에서 2526억원으로 8320%나 늘었다. 재계에서도 유례를 찾기 힘들 정도로 높은 성장세다. 반대로 중흥토건의 지배회사인 중흥건설의 실적 상승세는 해마다 내리막길을 걷고 있다. 같은 기간 중흥건설의 매출은 2102억원에서 5310억원으로, 영업이익은 231억원에서 820억원으로 각각 152.6%255% 증가하는 데 그쳤다. 지난해 도급 순위(시공능력평가)는 40위로 17위인 중흥토건과 비교되고 있다. 중흥건설 측은 ""창업주와 2세의 경영 스타일 차이 때문""이라고 해명한다. 회사 관계자는 ""1세대의 경영 스타일은 안정 속에서 성장을 추구한 반면, 2세대는 기회가 왔을 때 공격적으로 사업을 펼쳐왔다. 이런 경영 스타일 차이 때문에 격차가 벌어졌을 뿐 일감 몰아주기는 아니다""고 설명했다. 하지만 재계의 시각은 다르다. 정창선 회장이 2세에게 경영권을 넘겨주기 위해 일종의 꼼수를 쓴 것 아니냐는 것이다. 익명을 요구한 한 건설업계 관계자는 ""중견 건설업체들이 LH가 분양한 택지를 낙찰받아 성장하다 보니 '벌떼 입찰' 논란이 끊이지 않았다""면서 ""중흥토건이나 중흥건설의 경우 사업이 대부분 겹친다는 점에서 단순 경영 스타일 차이라는 해명은 설득력이 떨어진다""고 꼬집었다. 실제로 2012년까지 중흥토건의 건설 종속기업은 중흥에스클래스와 중봉건설이 전부였다. 하지만 현재는 9개로 늘어났다. 벌떼 입찰을 통해 토지를 낙찰받고, 중흥토건에 넘긴 후 분양권을 딴 것으로 추정된다. 같은 기간 중흥건설의 종속기업 수는 2개로 변동이 없다는 점에서 대조되고 있다. 김상열 호반그룹 회장 역시 일감 몰아주기 논란에서 자유롭지 못하다. 지난해 호반그룹의 자산은 10조6980억원, 재계 순위는 37위를 기록했다. 김 회장이 1989년 광주에 있는 중소 건설사로 시작한 지 31년 만이다. 2008년 글로벌 금융위기가 불거지면서 동부건설과 LIG건설, 극동건설 등 굵직한 건설사들이 법정관리나 워크아웃에 돌입했다. 하지만 호반그룹은 글로벌 금융위기를 거치면서 오히려 외형이 더 확대됐다. 호반그룹은 일찍부터 가족경영을 펼쳐온 것으로 잘 알려져 있다. 김 회장의 부인은 물론이고, 세 자녀들도 각자 회사를 맡아 경영활동을 펼치고 있다. 이 과정에서 '일감 몰아주기'와 편법 승계 논란이 끊이지 않고 있다. 그 중심에는 분양업체인 비오토(2018년 호반건설에 합병)가 있다. 비오토는 김 회장의 장남인 김대헌 호반그룹 기획총괄사장이 100% 지분을 보유한 회사였다. 비오토는 일감 몰아주기와 계열사 합병을 통해 몸집을 불렸다. 한때 내부거래율이 99%에 달했다. 어느 정도 덩치가 커지자 그룹의 지주회사 격인 호반건설과 다시 합병했다. 이런 절차를 거치면서 김 사장은 한 푼의 증여세도 내지 않고 호반건설의 최대주주(54.73%)가 돼 경영권을 장악했다. 김 회장의 차남인 김민성 호반산업 전무 역시 호반건설산업(현재 호반산업)의 최대주주다. 호반건설산업은 2014년 자회사인 티에스주택, 티에스개발, 티에스건설, 티에스리빙 등으로부터 총 350억원의 배당금을 받아 언론의 주목을 받았다. 이들 회사 역시 대부분이 호반건설 등 계열사와의 거래를 통해 성장해온 기업이어서 뒷말이 끊이지 않았다. 호반그룹은 지난해 초 공정위와 국세청으로부터 동시에 공격을 받기도 했다. 해당 그룹 측 ""일감 몰아주기 시선은 억울하다"" 이와 관련해 호반그룹 측은 ""재벌 건설사와 경쟁하기 위해서는 LH가 분양하는 택지를 낙찰받아 사업을 할 수밖에 없다. 자연스럽게 내부거래가 늘어나는 구조로 일감 몰아주기 시선은 억울하다""면서 ""국세청 세무조사 역시 4년마다 진행되는 정기 세무조사 성격이었다""고 설명했다. SM그룹의 경우 대기업 중에서도 사익편취 규제 대상 회사가 가장 많은 곳으로 꼽힌다. 공정위의 최근 발표에 따르면 올해 사익편취 규제 대상 회사는 265개로 지난해 210개에서 50개 늘어났다. 이 중 SM그룹이 16개로 가장 많은 것으로 나타났다. SM그룹 창업주인 우오현 회장은 지난 1988년부터 삼라건설과 우방건설, 동아건설산업, 경남기업 등을 잇달아 M A(인수 합병)하면서 덩치를 키웠다. 지난해 5월 기준으로 자산은 10조4500억원, 재계 순위는 38위를 기록 중이다. 이 중에서도 라도는 그룹 지배구조의 핵심인 동아건설산업과 SM스틸, SM하이플러스 등을 지배하고 있다. 라도는 우 회장의 장남인 우기원 대표가 지분 100%를 보유하고 있는 만큼, 우 대표가 라도를 통해 그룹 계열사 전반에 대한 지배력을 확보하고 있는 셈이다. 하지만 라도 역시 내부거래와 모회사의 금융지원을 통해 성장해 왔다는 점에서 뒷말이 나오고 있다. 국세청도 지난해 초 SM그룹 핵심 계열사에 대한 세무조사를 단행했다는 점에서 결과가 주목되고 있다. 이와 관련해 SM그룹 관계자는 ""세무조사 결과와 관련해 아는 게 없다. 전달받은 내용이 없어서 어떤 조치가 있었는지 모르겠다""고 짧게 답했다.     기사를 더 보고 싶다면?          기사 섹션 분류 안내"
5,2022-09-07T08:31:00,뉴스1,https://n.news.naver.com/mnews/article/421/0006322103?sid=101,경제,중기/벤처,"중흥토건, 협력사 지원에 1억원 출연 ESG 대응역량 제고","동반위와 '2022년도 협력사 ESG 지원사업' 협약 체결     동반성장위원회는 7일 중흥토건과 '2022년도 협력사 ESG 지원사업 협약'을 체결했다고 밝혔다.  중흥토건은 협력 중소기업의 ESG 대응 역량을 제고하기 위해 상생협력기금을 총 1억원 출연했다.  동반위는 업종 기업별 맞춤형 ESG 평가지표 개발, ESG 교육 및 역량 진단, 현장실사(컨설팅), 평가 등을 종합적으로 지원한다. 동반위는 K ESG 가이드라인, 중대재해처벌법 등 최신 ESG 경향을 반영해 개정한 '동반위 중소기업 ESG 표준 가이드라인'을 금년도 사업부터 적용한다. 이들은 동반위에서 개발한 중소기업 ESG 표준 가이드라인을 기반으로 업종별 기업별 특성을 반영한 맞춤형 협력사 ESG 평가지표를 개발하고 협력사에 ESG 평가지표 교육을 실시한다.  역량진단 완료 기업 중 현장실사 대상 선정 및 컨설팅, 평가도 진행한다. ESG 평가지표 준수율이 우수한 협력 중소기업에게는 동반위 명의의 'ESG 우수 중소기업 확인서'가 발급된다. 확인서를 발급받은 협력 중소기업은 금리우대(신한 기업 경남 국민은행), 수출지원 서비스(KOTRA), 환경 에너지 기술지원(한국에너지기술연구원) 인센티브를 받는다.  또 중흥토건의 상생협력기금 지원, 협력사 정기 평가 시 가점 등의 인센티브도 부여한다. 동반위는 ""업종별 기업별 맞춤형 ESG 지표를 개발하여 교육 및 역량 진단, 컨설팅 등 전문적인 ESG 지원을 추진할 예정""이라며 ""작년에 이어 올해에도 본 사업을 통해 중흥토건의 협력사들이 ESG 경영역량을 제고해 급변하는 ESG 경영 확산추세에서 우수한 동반성장 사례가 발굴되기를 기대한다""고 말했다. 중흥토건은 ""예산 인력이 부족한 협력사의 ESG 대응역량 제고를 위한 지원을 함으로서 어려운 시기를 함께 이겨내고 건설산업 전반에 상생협력과 동반성장을 통한 ESG 확산 노력이 되길 기대한다""며 ""협력사와의 상생을 위한 다각적인 방안으로 지속적으로 실천, 강화해 나가겠다""라고 전했다. 한편 중흥토건은 지난해 사업에도 참여해 우수한 성과를 냈다. 협력 중소기업 ESG 교육(102개사) 진단(73개사) 컨설팅(19개사)을 종합적으로 지원해 ESG 지표 준수율 30%p 향상시켰다.      기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
6,2022-09-07T08:21:00,연합뉴스,https://n.news.naver.com/mnews/article/001/0013425460?sid=101,경제,산업/재계,"중흥토건, 협력사 ESG 경영지원에 1억원 출연…동반위와 협약","동반성장위원회는 중흥토건과 '2022년도 협력사 ESG(환경 사회 지배구조) 지원사업 협약'을 맺었다고 7일 밝혔다.     중흥토건은 협력 중소기업의 ESG 대응 역량을 높이기 위해 상생협력기금을 1억원 출연한다.     중흥토건은 지난해에도 이 지원사업에 참여해 협력사의 ESG 경영을 지원했다.     동반성장위는 중흥토건 협력사에 대한 ESG 평가지표를 개발하고 관련 교육과 컨설팅을 제공한다.     중흥토건 관계자는 ""협력사와 상생을 위한 노력을 다각적으로 실천하고 강화해가겠다""고 말했다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
7,2022-07-14T09:16:00,스포츠동아,https://n.news.naver.com/mnews/article/382/0000992271?sid=101,경제,부동산,"중흥토건, 용해2단지 재건축·현대7차 가로주택정비사업 수주","각각 총 1030가구 317가구 규모 상반기 누적 수주액 5796억 기록 중흥건설그룹 중흥토건이 올해 연달아 도시정비사업 수주에 성공하며 적극적인 행보를 보이고 있다.  중흥토건은 7월 전남 목포시 '용해2단지 아파트 주택재건축 정비사업'과 경기 부천시 '현대7차 아파트 가로주택정비사업'을 각각 수주했다고 13일 밝혔다.  목포시 용해동에 위치한 '용해2단지 아파트 주택재건축정비사업'은 용해동 713번지 일대에 지하 3층∼지상 25층 아파트 10 개 동을 새롭게 조성하는 것으로 전체 가구 수는 1030가구에 이른다.  현대7차 아파트 가로주책정비사업은 부천시 괴안동 126 2번지 일원에 지하 2층∼지상 19층 총 135가구 규모의 아파트를 조성하는 사업으로 앞서 지난 3월 중흥토건이 수주한 부천시 괴안동 125번지 일원 가로주택정비사업과 맞붙어 있어 총 317가구 규모의 통합단지로 개발될 예정이다. 중흥토건은 4월 부산에서 연산강변1 가로주택(238가구)과 5월 신양아파트 재건축(267가구)을 각각 수주했고, 6월에는 강원 원주시 원동에서 1527세대 규모의 다박골 재개발사업 수주에도 성공한 바 있다. 이로써 중흥토건은 올해 상반기 도시정비사업 누적 수주액 5796억 원을 기록했다.  중흥건설그룹 중흥토건 관계자는 ""올해 상반기 수도권은 물론 부산과 전남, 강원 등 전국 곳곳의 도시정비사업에서 좋은 결실을 맺게 돼 의미가 크다""며 ""하반기에도 적극적인 사업 수주를 통해 '중흥S 클래스'의 브랜드 강화에 나설 수 있도록 하겠다""고 밝혔다.   기사 섹션 분류 안내 이 기사를 추천합니다"
8,2022-07-12T11:08:00,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002014556?sid=101,경제,부동산,"중흥토건, 부천·목포서 도시정비사업 잇달아 수주","수도권 부산 전남 강원 등 망라 상반기 수주액 5796억원 달성 ""'S 클래스' 브랜드 강화에 매진"" 중흥건설그룹 중흥토건이 전남 목포시와 경기 부천시에서 연달아 도시정비사업을 수주했다. 중흥토건은 지난 9일 전남 목포시 용해동 '용해2단지 아파트' 주택재건축정비사업(투시도)의 시공사로 선정됐다고 12일 밝혔다. 이 사업은 목포시 용해동 713번지 일대에 지하 3층지상 25층 아파트 10개동을 조성하는 사업으로, 전체 가구수는 1030가구다. 지난 2일에는 경기 부천시 괴안동 '현대7차 아파트'가로주택정비사업을 수주했다. 중흥토건은 부천시 괴안동 126 2번지 일대에 지하 2층지상 19층, 135가구 규모의 아파트를 짓게 된다. 이 단지는 중흥토건이 지난 3월 수주한 부천시 괴안동 125번지 일대 가로주택정비사업장과 맞닿아 총 317가구 규모의 통합 단지로 개발될 예정이다. 중흥토건은 올해 상반기에만 도시정비사업 누적 수주액 5796억원을 기록했다. 3월 부천시 괴안동 125번지 일대 가로주택정비사업(182가구)의 시공사로 선정된 데 이어 4월 부산 연산강변1 가로주택정비사업(238가구), 5월 신양아파트 재건축사업(267가구)을 각각 수주했다. 지난달에는 강원 원주시 원동에 1527가구를 조성하는 다박골 재개발사업 수주에 성공했다. 중흥토건 관계자는 ""올해 상반기 수도권은 물론 부산과 전남, 강원 등 전국 곳곳의 도시정비사업에서 좋은 결실을 맺게 돼 그 의미가 남다르다""며 ""하반기에도 적극적인 사업 수주를 통해 '중흥S 클래스'의 브랜드 강화에 나설 수 있도록 하겠다""고 말했다.    기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
9,2022-07-11T14:50:00,헤럴드경제,https://n.news.naver.com/mnews/article/016/0002014184?sid=101,경제,부동산,"중흥건설그룹 중흥토건, 부천·목포서 도시정비사업 연달아 수주","수도권과 부산, 전남, 강원서 수주 성과  상반기 도시정비사업 수주액 5796억원 ""적극적인 사업 수주 통해 브랜드 강화""  중흥건설그룹 중흥토건이 전남 목포시와 경기 부천시에서 연달아 도시정비사업을 수주했다. 중흥토건은 지난 9일 전남 목포시 용해동 '용해2단지 아파트' 주택재건축정비사업의 시공사로 선정됐다고 11일 밝혔다. 이 사업은 목포시 용해동 713번지 일대에 지하 3층지상 25층 아파트 10개동을 조성하는 사업으로, 전체 가구수는 1030가구다. 지난 2일에는 경기 부천시 괴안동 '현대7차 아파트' 가로주택정비사업을 수주했다. 중흥토건은 부천시 괴안동 126 2번지 일대에 지하 2층지상 19층, 135가구 규모의 아파트를 짓게 된다. 이 단지는 중흥토건이 지난 3월 수주한 부천시 괴안동 125번지 일대 가로주택정비사업장과 맞닿아 총 317가구 규모의 통합 단지로 개발될 예정이다. 중흥토건은 올해 상반기에만 도시정비사업 누적 수주액 5796억원을 기록했다. 3월 부천시 괴안동 125번지 일대 가로주택정비사업(182가구)의 시공사로 선정된 데 이어 4월 부산 연산강변1 가로주택정비사업(238가구), 5월 신양아파트 재건축사업(267가구)을 각각 수주했다. 지난달에는 강원 원주시 원동에 1527가구를 조성하는 다박골 재개발사업 수주에 성공했다. 중흥토건 관계자는 ""올해 상반기 수도권은 물론 부산과 전남, 강원 등 전국 곳곳의 도시정비사업에서 좋은 결실을 맺게 돼 그 의미가 남다르다""며 ""하반기에도 적극적인 사업 수주를 통해 '중흥S 클래스'의 브랜드 강화에 나설 수 있도록 하겠다""고 말했다. 중흥토건은 지난해 하반기에도  서울 노원구 월계동 재건축사업  의정부 가능동 일원 가로주택정비사업  구미시 송정동 벨라아파트 재건축사업  인천 계양구 효성동 상록삼익세림 재건축사업  경기 부천시 원종동 가로주택정비사업  경기 부천시 오정동 가로주택정비사업 등을 수주한 바 있다.   기사를 더 보고 싶다면?          기사 섹션 분류 안내 이 기사를 추천합니다"
